"","G","r","eps","T1","L","M"
"mu...25",62.6792847095412,30.6649728865291,0.00033,4.9,0.223300997764854,0.114481005915568
"mu...26",62.6745103052341,31.258109995861,0.0014,4.6,0.212730796263257,0.108542545382921
"mu...27",62.8313016084871,31.4200274674342,2e-04,4.6,0.212730792300564,0.108271685717822
"mu...28",62.758557435556,31.1218654630065,0.00059,4.8,0.217883682073118,0.111331854676284
"mu...29",62.7650906610408,31.0680357347057,0.0125,3.5,0.192494534592715,0.0945782173757991
"mu...30",62.8026194049384,30.6270436128473,0.02203,3.2,0.189242367867162,0.0905676039047757
"mu...31",62.7472903252573,31.1970177686754,0.00048,4.9,0.223300990912711,0.114356932489323
"mu...32",62.8600911025953,31.036175160596,0.00028,4.9,0.223300984606969,0.114151723163433
"mu...33",62.7503646352665,30.7626872668042,0.00025,4.7,0.217883683656059,0.1113463900409
"mu...34",62.8206527654547,30.6650510975642,0.01493,3.4,0.19120722544739,0.093172295511527
"mu...35",62.6065094426093,30.8729222309845,0.02437,3.1,0.188614702365964,0.0895345352817649
"mu...36",62.7080389330018,31.0331965231252,0.00204,4.3,0.207873657918794,0.105612995130419
"mu...37",62.7472075400809,30.9045983836271,0.00039,4.8,0.217883695432114,0.111351990216769
"mu...38",62.6905965100758,30.8835502602631,0.00079,4.8,0.217883677364682,0.111452546987017
"mu...39",62.6703603707979,31.2991872885709,0.02082,3.2,0.189242364327453,0.0907587377161154
"mu...40",62.654290852384,30.9747426276188,0.01469,3.5,0.192494534054003,0.0947454725391753
"mu...41",62.7958306624277,31.2004166094818,0.00099,4.8,0.217883687381787,0.111265771418915
"mu...42",62.8340821448878,30.8350613498303,0.00099,4.8,0.217883683446093,0.11119803689707
"mu...43",62.7810796808659,30.7508559421321,0.01573,3.4,0.191207233203547,0.0932310240622631
"mu...44",62.7484589441015,30.9341382364623,0.0014,4.6,0.212730788624362,0.108414630356634
"mu...45",62.7301042365201,31.3527918869869,0.00079,4.8,0.217883687381802,0.111382351832259
"mu...46",62.6735486553866,31.1490973748583,0.00902,3.8,0.197339410931144,0.0987393069041547
"mu...47",62.8529879667842,30.8458512829856,0.00156,4.7,0.217883685579755,0.111164588620905
"mu...48",62.7096443914024,30.7009088801179,0.00136,4.7,0.217883692864288,0.111418690652142
"mu...49",62.6843338258355,31.0346977696995,0.00063,5,0.226101369544933,0.116003311092142
"mu...50",62.771030719389,31.0012321594003,0.00039,4.8,0.217883688523187,0.111309730741045
"mu...51",62.6929418574509,31.130713793821,0.00018,5.1,0.226101403430873,0.115987376899085
"mu...52",62.697983794119,31.3878801823235,0.00103,5,0.226101388543111,0.115978052655737
"mu...53",62.6208874670324,31.5158404476136,0.00136,4.7,0.217883701523889,0.111576610438499
"mu...54",62.7712781270048,30.6676196705117,0.00096,4.7,0.217883673485709,0.111309294547547
"mu...55",62.717805731501,31.2863964324201,0.01453,3.4,0.19120724082619,0.0933250806952129
"mu...56",62.6842468607958,30.9468479127154,0.00076,4.7,0.2178836722113,0.11146383758343
"mu...57",62.7547418415748,31.2138391857669,0.00076,4.7,0.217883697601898,0.11133862121013
"mu...58",62.7892284986493,30.7421542247858,0.01236,3.6,0.193957010781398,0.0958716493352873
"mu...59",62.6894947695724,30.9449124434494,0.00048,4.9,0.223301001232968,0.114462360261367
"mu...60",62.6549439051027,30.9807926061122,0.0012,4.6,0.212730773621894,0.10857644623302
"mu...61",62.7333605209476,31.2619290592279,0.02223,3.2,0.189242350312092,0.0906675949905699
"mu...62",62.7786301554842,31.3546051182222,0.00048,4.9,0.22330100791322,0.114299840951617
"mu...63",62.8751287310574,30.9469110067056,0.00056,4.7,0.217883696698944,0.111125441142636
"mu...64",62.6603358696208,30.9432716445688,0.01493,3.4,0.191207233455519,0.0934106763442273
"mu...65",62.6713657546384,31.0150360341978,0.02062,3.2,0.189242381855947,0.0907572792352551
"mu...66",62.6669669306276,30.5316276900001,0.02162,3.2,0.189242369916267,0.0907636514739146
"mu...67",62.7630941001984,30.7656558086758,4e-04,4.6,0.212730792803744,0.108389349200115
"mu...68",62.7810973286642,30.7333641905239,0.01649,3.3,0.190115441181192,0.0919131180797186
"mu...69",62.7208932970636,31.4048743330114,0.00048,4.9,0.223301004751817,0.114405058835908
"mu...70",62.7507026818918,30.7793033812437,0.00023,5,0.22610138325659,0.115880616584809
"mu...71",62.7394810212317,31.392176073767,0.00019,4.8,0.217883708770217,0.111365700893124
"mu...72",62.7128450004217,31.3236636896569,0.02143,3.2,0.189242364275867,0.090697253470499
"mu...73",62.8077727870396,30.8158259045904,0.00048,4.9,0.223300989570729,0.114246809519073
"mu...74",62.8076244158753,30.7075507169705,0.00018,5,0.226101385275382,0.115775594850112
"mu...75",62.6749943243226,31.5215802325016,0.00023,5,0.226101378398647,0.116020595587309
"mu...76",62.6321566866554,30.8108563486911,0.01449,3.5,0.192494521658362,0.0947789574280833
"mu...77",62.735515747664,31.4662348365842,0.01315,3.6,0.193957037119439,0.0959537283692399
"mu...78",62.7933747119108,31.0587622115028,0.00056,4.7,0.217883683839297,0.111270123810906
"mu...79",62.7404786366553,31.3994604025826,0.02338,3.1,0.18861469972922,0.0893433533971945
"mu...80",62.7495968877304,31.0868985482435,0.00043,5,0.226101378010722,0.115882659402862
"mu...81",62.757164439054,31.1602974407119,0.00039,4.8,0.217883695473039,0.111334323390957
"mu...82",62.789389235212,30.5797887177508,0.01869,3.3,0.190115447339065,0.0919009791983864
"mu...83",62.6549725019725,30.567997770189,0.02377,3.1,0.188614695353692,0.089465282057873
"mu...84",62.755869782107,30.9488944172068,0.00113,4.4,0.20787364807695,0.105532501364367
"mu...85",62.710971638261,31.139889909021,0.02223,3.2,0.189242371272077,0.0906999619750218
"mu...86",62.6913785671017,31.2897149604731,3e-05,5.1,0.226101373613108,0.115990274763383
"mu...87",62.6804371126475,31.1629497283025,0.00093,4.4,0.207873653016017,0.105659503372434
"mu...88",62.6869149711422,30.9544667752983,0.00022,4.8,0.217883684673807,0.111459091083673
"mu...89",62.7115807227018,31.1768362130595,0.01613,3.4,0.191207225556128,0.0933343467704561
"mu...90",62.7188974948743,30.8273526576773,0.00172,4.5,0.212730788304077,0.108465729608801
"mu...91",62.8146087327628,31.1617715815239,0.00013,4.9,0.22330098900548,0.114234376702487
"mu...92",62.7217920541743,31.3554895858191,3e-05,5.1,0.226101372285142,0.115934032026505
"mu...93",62.7541104406148,31.3327665868667,0.00096,4.7,0.217883688165124,0.111339742897117
"mu...94",62.6488004106387,30.871580152666,0.00059,4.8,0.217883698093819,0.111526898525057
"mu...95",62.7785215911121,31.0426073115953,0.01949,3.3,0.190115434349127,0.0919168901061612
"mu...96",62.6682382003389,31.1910721253669,8e-05,4.9,0.22330098991829,0.114501186971598
"mu...97",62.8087009363936,31.3024115701687,0.00023,5.1,0.226101380877657,0.115773611473375
"mu...98",62.7883934690856,30.9193300800583,0.01256,3.6,0.193957032315176,0.0958729209076447
"mu...99",62.7313030722744,31.0574951078883,0.02458,3.1,0.188614690450738,0.0893564228754013
"mu...100",62.7740326042329,30.7426228339713,0.00039,4.8,0.217883688165113,0.111304407767558
"mu...101",62.7173016751376,31.3761224461734,0.00079,4.8,0.21788367221126,0.111405091171224
"mu...102",62.8382777014179,31.0917659137179,0.01983,3.2,0.189242368513516,0.0905162102471743
"mu...103",62.7942815249423,31.5151998013105,0.00016,4.7,0.217883711744089,0.111268511829981
"mu...104",62.7409519214364,31.3058121657722,0.0258,3,0.188263073163064,0.0880277843640968
"mu...105",62.6919292255997,30.7160731919616,0.01982,3.2,0.189242343044415,0.0907275156535127
"mu...106",62.7441250176011,30.7862978953254,5e-05,5.3,0.23187446917883,0.119010039651124
"mu...107",62.66520149483,31.760528483628,0.00079,4.8,0.217883671891972,0.11149771387537
"mu...108",62.7443549000742,30.9921642061628,0.00139,4.8,0.217883701523822,0.111357051600108
"mu...109",62.7756426624631,31.0564361682675,8e-05,5.2,0.231874463796077,0.118950289252478
"mu...110",62.6892004017673,31.281081376768,0.00063,5.1,0.226101381642118,0.115994303721074
"mu...111",62.7435171022708,31.0272659120461,0.02043,3.2,0.189242356733838,0.0906529172703492
"mu...112",62.7249202548546,31.3181442434152,0.02203,3.2,0.189242372029574,0.0906797920210436
"mu...113",62.8367550854511,31.2254101052831,8e-05,4.9,0.223301001043577,0.114194113337066
"mu...114",62.6984241936952,31.3566651860156,0.02517,3.1,0.188614712438619,0.0894032779938683
"mu...115",62.7214007940717,30.8196823203604,0.00019,4.8,0.21788369776544,0.111397805608403
"mu...116",62.6383807905582,31.3615376657951,0.02759,3,0.188263053791382,0.0881719335606427
"mu...117",62.6647058018413,30.7403669506485,0.01349,3.5,0.192494525838812,0.0947297270942307
"mu...118",62.7647206102517,31.2652881860533,3e-05,5,0.226101381017767,0.115854736283725
"mu...119",62.8350935136256,31.3239736258973,0.0191,3.3,0.190115434740614,0.0918341352295327
"mu...120",62.7822599095018,30.9243536166984,0.02163,3.2,0.189242354465905,0.0905969759382352
"mu...121",62.815907825031,31.3865716229124,0.00039,4.8,0.217883688242908,0.111230208449275
"mu...122",62.7569867429108,30.8091700435176,0.00023,5.1,0.226101377860208,0.115869014317339
"mu...123",62.6469620889907,31.0733285418518,0.01733,3.4,0.191207252741749,0.0934306145070182
"mu...124",62.7744818740619,31.0880580040661,0.01095,3.6,0.193957034293476,0.0958941672709888
"mu...125",62.7077601361181,31.5670478088377,8e-05,4.9,0.223300995910312,0.114429020864019
"mu...126",62.6643122414027,31.2694148056353,0.00136,4.7,0.217883687165755,0.111499293414463
"mu...127",62.6835764377597,30.9152271878564,0.02182,3.2,0.189242385770592,0.090739599245781
"mu...128",62.7898921783331,30.9513269861944,0.00048,4.9,0.223300987323318,0.114279343990813
"mu...129",62.7256333186035,30.9129825472275,2e-05,4.8,0.217883673360086,0.111390293163661
"mu...130",62.5754660454725,30.871401818746,0.01389,3.5,0.192494533288653,0.0948648213889842
"mu...131",62.7668748081414,31.1831336724051,0.00056,4.7,0.217883674326554,0.111317103203665
"mu...132",62.749138802803,31.1150196775544,0.01453,3.4,0.191207234435384,0.0932784808736341
"mu...133",62.7057340339354,31.4767950352812,0.00038,5,0.226101364983942,0.115963722430596
"mu...134",62.6843969094983,30.7162657073395,0.01553,3.4,0.191207243250062,0.0933748195931957
"mu...135",62.8628914476214,31.0059209014299,0.00019,4.8,0.217883688100941,0.111147075270527
"mu...136",62.6144471540895,30.9328128135306,0.01175,3.6,0.193957027116853,0.0961392619622299
"mu...137",62.7505018163341,30.8434903293737,8e-05,4.9,0.223300974660293,0.114351082922626
"mu...138",62.7361023685694,31.0061066147173,0.00023,5,0.226101378612015,0.115907585883989
"mu...139",62.8714233208897,31.6923612377988,0.02283,3.2,0.189242367159737,0.0904684907199128
"mu...140",62.6924939769723,31.197694531427,0.01929,3.3,0.190115415721605,0.0920430226316908
"mu...141",62.7516326986305,31.2735844271809,0.01075,3.6,0.19395701075564,0.0959290880163879
"mu...142",62.7588985748446,31.5623032200138,0.0151,3.5,0.192494516171218,0.0945875516398926
"mu...143",62.7663122063871,31.451615760509,0.00023,5,0.226101387272438,0.115851797076418
"mu...144",62.7454912086638,31.4977900303266,0.00045,4.7,0.217883680726811,0.111355038763642
"mu...145",62.762552900196,30.211665707921,0.00088,4.9,0.223300989954609,0.114329123437572
"mu...146",62.7016041303365,30.8026314020155,0.01135,3.6,0.193957029862801,0.0960056252465276
"mu...147",62.717488800428,31.0154662898928,0.01529,3.5,0.192494540204421,0.0946500001826677
"mu...148",62.753414418559,31.139822244487,0.01433,3.4,0.191207232842037,0.0932721255982272
"mu...149",62.7557037750384,30.8354959699693,0.00213,4.4,0.207873654476738,0.105532779506794
"mu...150",62.7580338749167,31.7224265149811,0.00079,4.8,0.217883695500752,0.1113327809968
"mu...151",62.7362643966844,31.2496563400087,0.0014,4.6,0.212730793122225,0.108435702914914
"mu...152",62.824988776805,30.9932411894598,0.00847,3.7,0.195577102185198,0.0971543955628747
"mu...153",62.6653434005679,30.9901211677526,0.00043,5,0.226101379690518,0.116038463430193
"mu...154",62.6045785773764,30.7675820970975,0.01087,3.7,0.195577113199399,0.0974964426205565
"mu...155",62.7152173421496,30.9797066263451,0.01689,3.3,0.190115433040721,0.0920096705281298
"mu...156",62.8082567043424,30.946735744107,0.00013,5.2,0.231874462171148,0.118888523047506
"mu...157",62.6305099224923,30.6942924114796,8e-05,5.2,0.231874475830961,0.119225928590679
"mu...158",62.7775112868634,31.041840806629,0.02223,3.2,0.189242370840246,0.0906038264546821
"mu...159",62.7601636689097,31.0116768298692,0.00088,4.9,0.223300993635493,0.114333475184947
"mu...160",62.7861646673638,31.3962601841616,0.00068,4.9,0.22330099569357,0.114286126776011
"mu...161",62.7475712266687,30.8259894813858,0.01909,3.3,0.190115426100261,0.0919622294626136
"mu...162",62.8226294856265,31.0677124655754,0.00967,3.7,0.195577099974831,0.097158044493371
"mu...163",62.6740244715513,31.2885510227889,0.00038,5,0.226101356512973,0.116022395016954
"mu...164",62.6682667821873,30.792753167988,0.00013,4.9,0.223301010609213,0.114501130721397
"mu...165",62.7137255026514,31.1903263713065,0.00116,4.7,0.217883690221377,0.111411440304364
"mu...166",62.7704393351522,30.7178727719286,0.02123,3.2,0.189242366482198,0.0906140346908825
"mu...167",62.7878793806675,30.9632798115027,0.00212,4.5,0.212730788850331,0.108346563864797
"mu...168",62.7854259776532,31.4732028394916,0.02023,3.2,0.189242361839823,0.0905924062574227
"mu...169",62.6307315533524,31.1925943565861,0.02182,3.2,0.189242368257177,0.0908161635988048
"mu...170",62.7587470076827,30.5077747577352,0.0149,3.5,0.19249452373497,0.0945877789697228
"mu...171",62.7434063924183,31.5792987821108,0.00023,5,0.226101395424977,0.115894089584114
"mu...172",62.5992060018918,30.9232310569066,0.00133,4.4,0.207873666760434,0.105796608940564
"mu...173",62.7072634780215,30.7125644794236,0.01869,3.3,0.190115434610641,0.0920213409620183
"mu...174",62.7915485406702,31.2340274441763,0.00056,4.7,0.217883672211346,0.111273361997202
"mu...175",62.7929838515244,31.1787787464647,0.00088,4.9,0.223300991565796,0.114273716570248
"mu...176",62.7304464062379,31.4266088131605,3e-05,5,0.226101380066447,0.115918036313496
"mu...177",62.6604987715601,30.9749069499148,0.01533,3.4,0.191207230497847,0.093410433842473
"mu...178",62.7197796833252,30.7534706423421,4e-04,4.6,0.212730794623356,0.108464202868549
"mu...179",62.7092923362671,30.7409380868243,0.00096,4.7,0.217883702755844,0.111419314338901
"mu...180",62.6329599848983,30.7738382248269,0.00982,3.8,0.197339397200731,0.0988032960354887
"mu...181",62.8196546235598,31.2058121871212,3e-05,5,0.226101393320095,0.115753422064043
"mu...182",62.6870889512585,31.3365711827354,0.00028,4.9,0.223301006088909,0.114466751973235
"mu...183",62.6682313702597,30.8335273551815,0.02082,3.2,0.189242361927351,0.0907618213228059
"mu...184",62.7025317149436,30.4755200081693,0.00043,5,0.226101362256248,0.115969645447958
"mu...185",62.7709628836762,31.3094119403358,0.01593,3.4,0.191207226957372,0.0932460511112657
"mu...186",62.6884291572574,31.062294061746,0.01329,3.5,0.192494509731793,0.094693880505878
"mu...187",62.8410020937842,31.5422586509052,6e-04,4.6,0.212730788332809,0.108254972880965
"mu...188",62.6686248740892,30.9332060118402,0.00039,4.8,0.21788370256032,0.111491617435715
"mu...189",62.686301558226,31.7769780502442,0.00053,4.9,0.223301000544038,0.114468190749164
"mu...190",62.7566375122006,31.4934275785025,0.01809,3.3,0.190115425111966,0.0919489441111787
"mu...191",62.7900271281064,31.2916482631065,0.00013,5.2,0.231874463118026,0.118923039093104
"mu...192",62.7008539619685,30.6618005597141,0.0012,4.6,0.212730793440674,0.108496942275162
"mu...193",62.6825319029075,31.2450943506527,0.00025,4.7,0.21788370161244,0.111466881689036
"mu...194",62.7285620989708,31.3028757583041,3e-05,5,0.226101364984267,0.115921521122085
"mu...195",62.7831420983619,30.919784059183,0.00033,4.9,0.223301010803853,0.114291626191249
"mu...196",62.7116063486483,31.2021500070029,0.00019,4.8,0.217883701398185,0.111415203199377
"mu...197",62.7343054286003,31.2039496428181,0.00038,5,0.226101392370618,0.115910903370448
"mu...198",62.7556536115605,30.9630689278372,0.02243,3.2,0.189242352082136,0.090635386169809
"mu...199",62.7056425150811,30.962559963474,0.01569,3.5,0.192494524231379,0.0946678838851154
"mu...200",62.6878438611047,31.157762796901,3e-05,5.1,0.226101402436529,0.115996809693005
"mu...201",62.6982195256813,30.8268271253505,0.00018,5,0.226101386175896,0.115977617056697
"mu...202",62.9128954373004,31.3957502137918,0.00068,4.9,0.223300998104529,0.114055910264874
"mu...203",62.7257951266493,31.3022933025671,0.00043,5,0.226101367145523,0.115926634308533
"mu...204",62.7835032853208,31.0667600494663,0.00039,4.8,0.217883686966682,0.11128761825368
"mu...205",62.8028581724431,31.081605757958,0.01553,3.4,0.191207233299451,0.0931986938478633
"mu...206",62.7226022203169,30.630664328276,0.01473,3.4,0.191207211630515,0.0933179483632711
"mu...207",62.7116508300923,31.4987854783476,3e-05,5,0.226101362287592,0.11595278191389
"mu...208",62.790039505564,30.5434319492997,0.00068,4.9,0.223301012001284,0.114279071137363
"mu...209",62.7346848627793,30.7905237178942,0.02438,3.1,0.188614722466921,0.0893516016038224
"mu...210",62.8499096512651,31.4746250312666,0.02263,3.2,0.18924236722578,0.0904994582784046
"mu...211",62.7160075697077,30.8775294494575,0.00033,4.9,0.223301009826405,0.114413970277072
"mu...212",62.7317511935756,31.2993492052736,0.026,3,0.188263033827158,0.0880407005037825
"mu...213",62.7837912389937,30.8213780101807,0.00059,4.8,0.217883688397552,0.111287107514534
"mu...214",62.7498323079993,31.3403022420983,8e-04,4.6,0.212730803313949,0.108412254832614
"mu...215",62.7459795130124,30.8765653671798,0.00116,4.7,0.217883681199502,0.111354172287829
"mu...216",62.671811462203,31.0801509588267,0.00042,4.8,0.217883701739974,0.111485948890472
"mu...217",62.7686356643719,31.1978354528592,3e-05,5.1,0.22610138630042,0.115847509039829
"mu...218",62.7224889723485,31.1898688353827,0.00092,4.5,0.212730795783966,0.108459517709806
"mu...219",62.7164880038787,31.4973119304268,0.001,4.6,0.212730786467023,0.108469897133561
"mu...220",62.6726535771081,30.8721055342175,8e-04,4.6,0.212730784926651,0.10854576332975
"mu...221",62.7473243731817,31.5108169283171,0.00967,3.7,0.195577105218025,0.0972746462633793
"mu...222",62.692063752531,31.3422060327493,0.02222,3.2,0.189242344858383,0.0907273207147597
"mu...223",62.8562027404318,31.0819068811389,0.0179,3.3,0.190115409136392,0.0918032978700153
"mu...224",62.7503194865542,31.0502276754181,0.02083,3.2,0.189242359030666,0.0906430897284381
"mu...225",62.6985389722089,30.6982668567108,0.01533,3.4,0.191207226521342,0.0933537607707618
"mu...226",62.7653972751465,31.0055027004815,0.00016,5.3,0.231874486009397,0.118969701509135
"mu...227",62.7705432176826,31.2573644269561,2e-05,4.8,0.217883681561815,0.111310596182056
"mu...228",62.7936123334581,31.4846968531617,0.00039,4.8,0.217883674146003,0.11126970446028
"mu...229",62.693035529119,30.7809576102291,0.00099,4.8,0.217883682073449,0.111448210110344
"mu...230",62.7009929029839,31.4669653066876,0.00023,5,0.226101383256635,0.115972487535537
"mu...231",62.7537119335253,31.0873987776391,0.00018,5.1,0.226101378266918,0.115875060515281
"mu...232",62.7859034635035,30.8840303335229,8e-05,4.9,0.223300997348467,0.114286602146589
"mu...233",62.8260765186051,31.3330546177538,3e-05,5,0.226101373774095,0.115741593790022
"mu...234",62.7989577864907,31.0558015981073,0.00023,5,0.226101384793406,0.115791572851799
"mu...235",62.741521813978,31.2550748389153,0.00164,4.3,0.207873659626654,0.105556633024403
"mu...236",62.7503821246441,30.9229268215057,0.00038,5,0.226101378534739,0.115881209453581
"mu...237",62.8543299749419,30.6770549229359,0.00013,5.2,0.231874465739449,0.11880137498826
"mu...238",62.6903162576399,31.188457300292,0.00116,4.7,0.217883690899569,0.111453042712603
"mu...239",62.6080130456182,31.0643718886198,0.01329,3.5,0.192494519139501,0.0948155076360651
"mu...240",62.6921047243633,31.285408596954,0.00702,3.8,0.197339414994552,0.098710080630394
"mu...241",62.6913066305153,30.8883762827296,0.00028,4.9,0.223300989666469,0.11445905407106
"mu...242",62.7044063838733,31.385976778179,0.00039,4.8,0.217883688368568,0.11142799886284
"mu...243",62.6794648339708,31.2663937887646,2e-05,4.8,0.217883687381767,0.111472338812312
"mu...244",62.8129171656869,31.2093105016699,0.00048,4.9,0.223301004832005,0.114237450080888
"mu...245",62.6837159025437,30.9787565739457,0.02042,3.2,0.189242368275854,0.0907393998806038
"mu...246",62.7747033046615,31.2790240354595,0.00018,5,0.226101378535043,0.115836312901129
"mu...247",62.6414537822884,31.6331623397684,0.01329,3.5,0.192494519034586,0.0947648909377992
"mu...248",62.6910342849278,31.1325041979949,0.02457,3.1,0.188614702805775,0.0894138180609515
"mu...249",62.7075584435275,30.8829637380572,0.00013,5.2,0.23187445259298,0.119079441050341
"mu...250",62.7793173824001,31.5430666084762,0.00152,4.5,0.212730787656256,0.108361340369091
"mu...251",62.7734438767617,30.9852268116925,0.00043,5,0.22610137907196,0.115838637068352
"mu...252",62.7162213954049,30.810634146904,0.01593,3.4,0.191207228956096,0.093327440041532
"mu...253",62.7884004457083,30.937522668644,0.01969,3.3,0.190115442152309,0.0919024271267398
"mu...254",62.7829956180225,31.349479347293,0.00028,5.2,0.231874482366616,0.118936354565526
"mu...255",62.7349201171932,30.6590367717419,0.00025,5.3,0.231874492101714,0.119027496675703
"mu...256",62.7475061781527,30.6725249454415,0.00099,4.8,0.217883695648243,0.111351460305383
"mu...257",62.6268998385898,31.2659606474566,0.00039,4.8,0.21788368072865,0.111565902572566
"mu...258",62.7358521726565,31.4753989323867,0.0012,4.6,0.212730817944482,0.108436411001748
"mu...259",62.67835764382,31.4638659327591,3e-05,5.1,0.226101371238562,0.116014371460543
"mu...260",62.8115963426353,30.9099669448463,0.00233,4.4,0.207873647786688,0.105438872672485
"mu...261",62.7304641007801,31.277146228837,0.00068,4.9,0.223300989060918,0.114387606743213
"mu...262",62.7868819139727,31.1262674428499,0.00023,5,0.226101363703257,0.115813847432117
"mu...263",62.781953876652,31.0343917901174,0.00048,4.9,0.223300993505807,0.114293792568324
"mu...264",62.787845062694,30.8671270387584,0.00099,4.8,0.217883685735137,0.111279922831092
"mu...265",62.7266525747169,31.4420527155198,0.00887,3.7,0.195577125928969,0.0973067003301732
"mu...266",62.8096951704958,31.0323998089779,0.00088,4.9,0.223301009654425,0.114243309154934
"mu...267",62.7489574871781,30.9226215055042,0.02223,3.2,0.189242357583401,0.0906450575058963
"mu...268",62.692516595917,31.0191864003531,0.00136,4.7,0.217883708854924,0.111449127555999
"mu...269",62.7936382219261,30.6532831922472,0.01713,3.4,0.191207235900021,0.0932123777431764
"mu...270",62.6859766621111,31.4108942336175,0.00172,4.5,0.212730802087165,0.108522690335091
"mu...271",62.7482384316096,31.6477235265705,0.00043,5,0.226101387272572,0.115885166607397
"mu...272",62.6168719671038,31.413960432787,0.00022,4.8,0.217883688992323,0.111583768100487
"mu...273",62.8008174406491,31.3246691480727,0.00036,4.7,0.217883675728722,0.111256938219343
"mu...274",62.7143173354103,31.237255064178,0.00136,4.7,0.217883681687592,0.11141039059376
"mu...275",62.7757465430937,31.1151458906163,0.02418,3.1,0.188614691732551,0.0892931607027072
"mu...276",62.8188978300474,31.0723703979025,0.00112,4.5,0.212730793985123,0.108293064067485
"mu...277",62.8028804078047,31.4348010738418,0.00173,4.4,0.207873661692712,0.105453503555721
"mu...278",62.6880026966547,30.9022430153408,0.01789,3.3,0.190115437782353,0.0920496137813324
"mu...279",62.6644057966426,31.273223933351,0.02122,3.2,0.18924236213484,0.0907673622432369
"mu...280",62.7038812854366,31.0991299349328,0.00013,4.9,0.223301002875928,0.114436097777765
"mu...281",62.6400677296268,30.2819005124334,0.00096,4.7,0.217883685990617,0.111542448924965
"mu...282",62.7215535932417,31.241191979256,4e-04,4.6,0.21273079505432,0.108461135387172
"mu...283",62.7090943060612,31.2581450996217,5e-05,4.7,0.217883676717191,0.111419670914412
"mu...284",62.6632442189095,31.8269199618331,3e-05,5.1,0.226101362287522,0.11604235405942
"mu...285",62.8038875099022,31.5945774628957,0.01983,3.2,0.189242361583142,0.0905657762569159
"mu...286",62.669031109841,31.037144736343,0.00023,5,0.226101393857644,0.116031632774116
"mu...287",62.7620752802432,31.3769350107923,0.00039,4.8,0.217883692596467,0.111325612386704
"mu...288",62.7373040351696,31.4020995765131,0.00023,5,0.226101369890122,0.115905367543056
"mu...289",62.7057201756834,30.8214401861197,0.01749,3.3,0.190115428295502,0.092023606778626
"mu...290",62.7933866742753,31.3693291690987,0.0284,3,0.188263054842228,0.087954280437405
"mu...291",62.7971512971805,30.5233039290642,0.0018,4.6,0.212730790286333,0.108330566325283
"mu...292",62.7552336351237,31.5523294677098,0.00043,5,0.226101383188789,0.115872249940403
"mu...293",62.6465026004531,31.2380791264976,0.00192,4.5,0.2127308035234,0.108591071035917
"mu...294",62.7662215439807,30.7617804478737,0.0129,3.5,0.192494527357233,0.0945765143351492
"mu...295",62.6906139945539,31.1019729018861,0.00193,4.4,0.207873672657613,0.105642347775296
"mu...296",62.7068065079651,31.1326398503582,0.01429,3.5,0.192494514936515,0.0946661279800577
"mu...297",62.8028565930387,30.9555599778011,0.00023,5,0.226101362029219,0.115784388840857
"mu...298",62.7208626296457,30.6138337442027,0.00019,4.8,0.217883676717104,0.111398765227134
