"","lambda","eps","T1","L","M"
"y1...70",0.0404780955509367,0.01847,3.3,0.192745784454228,0.0934852476048769
"y1...71",0.0394660771545299,0.00045,4.8,0.198895993948079,0.103135250290002
"y1...72",0.0396503750773907,0.02643,3.1,0.17900130466265,0.085244230342221
"y1...73",0.0389321831534872,0.00066,4.5,0.18356254871346,0.0955035022868027
"y1...74",0.0408637991604446,0.00075,4.8,0.232310622137037,0.118413978871672
"y1...75",0.0403663630317016,0.00019,4.8,0.216812760423027,0.111026369724938
"y1...76",0.0418626667470938,0.00075,5,0.268168670549532,0.135297150654322
"y1...77",0.0415715563973925,0.00091,4.8,0.250237629874677,0.126457479171513
"y1...78",0.0399004119096799,0.00079,4.8,0.207472878818972,0.106933812714401
"y1...79",0.0411328906744587,0.00074,4.8,0.238029263663058,0.120881142503576
"y1...80",0.0400219086442089,0.00025,5.1,0.219762048896976,0.113528379148686
"y1...81",0.0403721232000657,0.00064,5,0.224954805995835,0.115517977315882
"y1...82",0.0415376821446686,0.02754,3,0.208101973857297,0.097547771570904
"y1...83",0.0399892766642799,0.00061,4.8,0.211963721041337,0.109249765171803
"y1...84",0.0392860575745679,0.00142,4.5,0.190800283698831,0.0988368807665855
"y1...85",0.0409260889149656,0.00065,4.9,0.238505424617247,0.121631380744093
"y1...86",0.0406954800259572,0.00024,4.8,0.226912052997732,0.115839329377017
"y1...87",0.0404727546862106,0.0224,3.2,0.191791669886357,0.0921411648599573
"y1...88",0.0395195500470545,0.00014,4.9,0.203421961890847,0.105602582945598
"y1...89",0.0401537856120219,5e-05,5,0.219838645088628,0.113226086542913
"y1...90",0.0408324400624469,0.02247,3.2,0.198769543266578,0.0954748198884241
"y1...91",0.0429372853258759,0.0141,3.5,0.241545020852263,0.116838925309675
"y1...92",0.0401522539868399,3e-04,4.9,0.217184383329859,0.111766266019809
"y1...93",0.0409548727390512,0.01144,3.6,0.204764086394234,0.101072794420103
"y1...94",0.039530216988295,0.00042,4.4,0.190675218851906,0.0979951291294719
"y1...95",0.0394564945741583,0.00043,4.7,0.198891258755745,0.103155713952998
"y1...96",0.0417350513281797,0.01676,3.4,0.218282093150019,0.106094982357339
"y1...97",0.0402269761286496,0.00081,4.6,0.211633200132355,0.108412079720929
"y1...98",0.041702448424834,0.00209,4.6,0.243549549416723,0.122448062968453
"y1...99",0.0412652433193625,0.00038,5,0.25418228028164,0.129324750205993
"y1...100",0.041703779424905,0.0018,4.5,0.243550498627685,0.122444981428872
"y1...101",0.0381137172636756,0.00073,4.7,0.173710001826594,0.0918264960016884
"y1...102",0.0392663022048336,0.00124,4.7,0.1948687749911,0.10132263149833
"y1...103",0.040107550502506,5e-05,5.1,0.21981180235945,0.113331840980662
"y1...104",0.0404080063871081,0.01712,3.4,0.193887413834643,0.094974539931303
"y1...105",0.0399830063422502,0.00139,4.7,0.21196027373964,0.109263633562477
"y1...106",0.0391200607770096,0.00104,4.5,0.18711745361225,0.097113317751394
"y1...107",0.0397732125751831,0.0014,4.7,0.207404925632892,0.10721149440607
"y1...108",0.0405934384706825,0.00151,4.5,0.216446205256156,0.110209055841087
"y1...109",0.0396022552558592,0.00062,4.7,0.203055124812947,0.105166637181153
"y1...110",0.0420206234035477,0.00166,4.6,0.256211561819327,0.128587547281132
"y1...111",0.0381147656084592,0.00035,4.8,0.173710410647525,0.0918243928970605
"y1...112",0.0409369765240589,0.00075,4.8,0.232358123629145,0.118245000538821
"y1...113",0.0399260988066671,1e-04,5.2,0.220173244185467,0.113932253703268
"y1...114",0.0404273949470075,0.01948,3.3,0.192725221722391,0.0935788457698605
"y1...115",0.0410769427889374,0.00114,4.8,0.237991410973898,0.121012040270804
"y1...116",0.0410181863861482,0.02225,3.2,0.198847038915638,0.0951316489267836
"y1...117",0.040306910725351,0.00029,4.9,0.222142325325762,0.11414728273213
"y1...118",0.0390222706476272,0.00015,4.7,0.190976621352833,0.0996795808428817
"y1...119",0.0407189895664732,0.00026,4.9,0.232801920661869,0.119015375132241
"y1...120",0.039761242222942,0.00084,4.8,0.203136940178832,0.104823966969785
"y1...121",0.0416907003241409,9e-04,4.8,0.250325293374758,0.126172493380984
"y1...122",0.0404992906957813,0.01248,3.5,0.195294081512981,0.0961666431267315
"y1...123",0.040841686959497,0.00136,4.6,0.226432535772727,0.11518214504779
"y1...124",0.0407196898494486,0.00177,4.6,0.221331219008223,0.112633091544773
"y1...125",0.041212054049446,0.00225,4.5,0.231928626042582,0.117289885373009
"y1...126",0.040052985470781,0.00058,4.7,0.211999085768194,0.109109042501298
"y1...127",0.0397425241946099,0.00084,4.8,0.203127324708003,0.104864166049929
"y1...128",0.0409437007525009,0.00135,4.8,0.232362491349164,0.118229503113528
"y1...129",0.0406322309084974,0.00138,4.6,0.221278664758233,0.112827172797521
"y1...130",0.0396369422514214,6e-05,4.6,0.198619362262189,0.102469770297795
"y1...131",0.0402062011122605,0.00206,4.3,0.206817510961069,0.105596338263593
"y1...132",0.0403327025864294,0.00037,5.1,0.224931009780483,0.115609125196988
"y1...133",0.0403349467200695,0.00121,4.6,0.2116932776501,0.108178091027022
"y1...134",0.0400723109763581,5e-04,4.9,0.217138618244718,0.111946850264019
"y1...135",0.0401113155194285,0.00018,4.7,0.212031430881381,0.108980596841716
"y1...136",0.0397886664141383,0.00041,4.7,0.207413175319922,0.107177665182758
"y1...137",0.0403237065811776,0.00093,4.5,0.211687020534099,0.10820239249204
"y1...138",0.0417850453810342,0.01556,3.4,0.218308959128952,0.105995341246844
"y1...139",0.0406859073023901,0.00057,4.6,0.221310924367837,0.112707959204785
"y1...140",0.0388174111781119,0.00148,4.7,0.187250272287359,0.098025930951923
"y1...141",0.0423760064375448,0.00032,5,0.283593601529745,0.1422028305591
"y1...142",0.0414865167685409,0.01463,3.4,0.213755886591918,0.104071134590966
"y1...143",0.0406630142002604,0.00046,4.9,0.23276579088717,0.119146678204036
"y1...144",0.0412311922310863,0.00073,4.8,0.238095739037914,0.120652016606584
"y1...145",0.0427908205407253,0.01649,3.4,0.238648749927627,0.115167439620946
"y1...146",0.0401753354484476,0.00016,5,0.219851159079141,0.113176877228788
"y1...147",0.038760120276917,5e-04,4.8,0.183726701474594,0.0961371162303232
"y1...148",0.0405858687819165,0.01946,3.3,0.192789542888,0.0932870560465989
"y1...149",0.0415658416571738,0.00841,3.8,0.222753784447584,0.11051115737758
"y1...150",0.0410453007282929,0.01333,3.5,0.207017255627328,0.101713946331951
"y1...151",0.0408344934227016,0.00112,4.7,0.232291590798243,0.118481821386037
"y1...152",0.0392513463733753,0.02556,3.1,0.17359698381829,0.0827730294983683
"y1...153",0.0400257059907588,0.00078,4.7,0.211983970466328,0.109169239073528
"y1...154",0.039753576775246,0.00064,4.8,0.20313299541492,0.104840425927254
"y1...155",0.0390736872507226,0.00111,4.6,0.187096702983748,0.0972078815208388
"y1...156",0.0413655388495837,0.00022,4.9,0.250763960818707,0.127214602709137
"y1...157",0.0406253587576891,0.00178,4.6,0.221274550979322,0.112842455140998
"y1...158",0.0418432972555257,0.00059,4.9,0.264302089567126,0.133317272600907
"y1...159",0.0398742801531612,0.00123,4.8,0.207458921371087,0.106990715330528
"y1...160",0.0416205574061447,0.0019,4.6,0.243491718921077,0.122637921677134
"y1...161",0.0400512872318842,1e-04,4.9,0.217126605396327,0.111994455798843
"y1...162",0.0412467471034515,0.00285,4.4,0.226123492930489,0.113891277185284
"y1...163",0.0406568333250509,0.00197,4.6,0.221293450978727,0.11277249266119
"y1...164",0.0408283494234637,0.00041,5,0.24161709511612,0.123580606628997
"y1...165",0.0386382422745547,0.01577,3.4,0.166637257222159,0.0825434567595029
"y1...166",0.0400809004039795,0.00025,5.1,0.21979632450471,0.113392909581988
"y1...167",0.0410074977067569,0.00125,4.9,0.238560165158146,0.121438599975958
"y1...168",0.0399954288857648,0.01438,3.5,0.188171513775114,0.0931140597410103
"y1...169",0.0392443226139374,0.00723,3.8,0.178948378117901,0.0907007022399783
"y1...170",0.0410803130711256,0.0013,4.7,0.237993660873721,0.121004151045091
"y1...171",0.0415961249065316,0.01541,3.4,0.213812425338399,0.103855152994904
"y1...172",0.0415014600798564,0.00041,4.9,0.257286368170454,0.130438733909564
"y1...173",0.0405073900625084,0.00033,4.9,0.22734967261046,0.116535385201926
"y1...174",0.0398261537991747,0.00032,4.9,0.212339668149017,0.109874426672422
"y1...175",0.0405392161085065,0.00038,5,0.230269947852758,0.11804267374994
"y1...176",0.040786328205175,0.00086,4.9,0.232845376271721,0.118857894225597
"y1...177",0.0391488160570311,0.00036,4.9,0.195167601259663,0.101822510334843
"y1...178",0.041338894027813,0.01942,3.3,0.207827554536436,0.100387783495005
"y1...179",0.0411383903058066,0.00174,4.6,0.231880717316297,0.117456740776484
"y1...180",0.0404796680109428,0.022,3.2,0.191794329257662,0.0921286124767288
"y1...181",0.0401164372041811,1e-04,4.9,0.217163890609544,0.111847082500276
"y1...182",0.0411014977979403,0.02712,3,0.200692117195496,0.0941033560506028
"y1...183",0.0392119571795476,7e-05,4.8,0.194842785299644,0.101437710884586
"y1...184",0.0406328906550714,0.01246,3.4,0.197543579269409,0.0966145533135882
"y1...185",0.0401651412900436,0.00025,5,0.219845248386456,0.113200147510531
"y1...186",0.0414896827315516,0.00021,4.9,0.257277349138517,0.130467944321573
"y1...187",0.0414073526660421,0.00092,4.8,0.244026668266901,0.123467109517028
"y1...188",0.0393365627800035,0.00044,4.7,0.194902431796723,0.101174308762775
"y1...189",0.0406791825322527,6e-05,4.9,0.232776253129465,0.11910870956234
"y1...190",0.0404628182465466,0.00026,4.7,0.221710950126027,0.11352983040291
"y1...191",0.0412139351901626,0.00135,4.3,0.226103068207863,0.113963268530001
"y1...192",0.0416214809069485,0.00036,5,0.26104461912787,0.13208398347638
"y1...193",0.0383672040595858,0.00071,4.7,0.176943288307552,0.0931279380488394
"y1...194",0.0398008304954079,0.00072,4.9,0.212325718675378,0.109931266720493
"y1...195",0.0403933433168465,0.00099,4.6,0.216330568454138,0.110647434078678
"y1...196",0.0398050540330338,2e-04,4.7,0.207421941351634,0.107141816739334
"y1...197",0.0394996361029902,0.00012,5.2,0.21055311950443,0.109628424391291
"y1...198",0.0413283727268145,0.01029,3.7,0.215530918141438,0.106712236755104
"y1...199",0.0403155570436008,0.00024,5.1,0.224920658519927,0.115648824745094
"y1...200",0.0404346339937416,0.00119,4.6,0.216354434270777,0.1105566179846
"y1...201",0.0410631010206399,0.0216,3.2,0.202497059810628,0.0971588764453645
"y1...202",0.0407169810554457,0.00061,5,0.235835867707311,0.120665732608285
"y1...203",0.0414417994574601,0.01426,3.5,0.211373600921267,0.103312572766696
"y1...204",0.0408198489874688,0.00021,5.1,0.241611293590379,0.123601163679972
"y1...205",0.0402689752687832,4e-05,5,0.224892477734601,0.115756862751622
"y1...206",0.0407884698737783,0.00061,5,0.235882755629932,0.120496192574658
"y1...207",0.041684465853662,0.0013,4.8,0.250320685502519,0.126187370255216
"y1...208",0.0407224375067027,0.0196,3.3,0.196301280483388,0.0950421281295375
"y1...209",0.0432259533376436,0.00099,4.8,0.304299688968434,0.151221687200821
"y1...210",0.0409629962014094,0.02599,3.1,0.197893134471864,0.0937920088398434
"y1...211",0.0407224149404818,0.01342,3.5,0.199061702033993,0.097855236416826
"y1...212",0.0398617397638595,0.00046,5,0.214898451929143,0.111207045724523
"y1...213",0.0403761782573397,0.01772,3.3,0.189384123872112,0.0917367020981194
"y1...214",0.0415356380099382,0.01915,3.3,0.211999701481524,0.102356780002529
"y1...215",0.0408078664595014,5e-05,4.8,0.226982101783426,0.11558376011108
"y1...216",0.0415058821404925,0.01562,3.4,0.213765888246373,0.104032890202816
"y1...217",0.039572081485,8e-05,5.1,0.205779857426132,0.106798432124689
"y1...218",0.041269833177676,0.01467,3.5,0.21128494824606,0.103652514976452
"y1...219",0.0409349851394241,4e-04,5,0.241690052473316,0.123323410917503
"y1...220",0.0413460507308803,0.02132,3.2,0.206406233525888,0.0988235518164646
"y1...221",0.0404631768572428,0.00033,4.9,0.227322262515116,0.116637819534457
"y1...222",0.0394575381906579,0.01477,3.4,0.177658710749457,0.0874527218922128
"y1...223",0.0406485332970907,0.0105,3.6,0.200681895972924,0.0994176331073647
"y1...224",0.0394531302286325,0.00103,4.7,0.19888956636082,0.103162906016082
"y1...225",0.039923345767899,0.00015,5.1,0.214932856514552,0.111067473985846
"y1...226",0.0425749407887165,0.00139,4.7,0.278709712819458,0.139243461222449
"y1...227",0.0400415456459824,0.00045,5.1,0.219773470999609,0.113483238142525
"y1...228",0.0387853397259639,8e-05,5,0.18951344015747,0.0994793120184864
"y1...229",0.0408654285450177,0.0246,3.1,0.197854637869551,0.093969499525689
"y1...230",0.0407048103736722,0.02608,3,0.193877795777318,0.0908853029681982
"y1...231",0.0409155642466062,0.02146,3.2,0.19880421287153,0.0953208625961445
"y1...232",0.0396619487862234,0.00086,4.6,0.198631817748799,0.102417193035111
"y1...233",0.0405921400561228,3e-05,4.8,0.221788450570947,0.113239004032944
"y1...234",0.0407458535388539,0.0176,3.3,0.196311150192569,0.0949986476366273
"y1...235",0.0402058997133609,0.00012,5.2,0.230569776859774,0.119009732506831
"y1...236",0.0418581698967564,0.00029,4.8,0.256851348286108,0.129308511039101
"y1...237",0.039309182831462,0.02097,3.2,0.173764199490565,0.0838014492165136
"y1...238",0.0397153612592223,0.00064,4.8,0.203113344917535,0.104922573235287
"y1...239",0.0420749618414751,7e-05,5,0.27564157018145,0.138766654667612
"y1...240",0.0405267319923154,0.00018,5,0.230262111930387,0.118071925514643
"y1...241",0.0393287994107325,0.01402,3.4,0.174781030291369,0.0860159419606828
"y1...242",0.0403010300810574,0.01716,3.4,0.190422256867726,0.0931867457295562
"y1...243",0.0410745708604973,0.00021,5.1,0.247769264898571,0.126310621293905
"y1...244",0.0414385554998551,0.00968,3.7,0.215591822146363,0.10648789475419
"y1...245",0.0419884020276965,0.00771,3.9,0.236115702608953,0.11717796905501
"y1...246",0.0417940580484174,0.00039,4.9,0.264262660549188,0.133440557867205
"y1...247",0.0421134914498923,0.01409,3.5,0.225371160545463,0.109714448298871
"y1...248",0.0414191850343786,0.00051,4.6,0.237576525836833,0.119889666666578
"y1...249",0.0411448326189444,0.00019,5,0.247819397555883,0.126139025863775
"y1...250",0.040961759223253,0.00021,5,0.241708358036298,0.123259046575808
"y1...251",0.039975825210848,0.00099,4.7,0.211956289078711,0.10927952805773
"y1...252",0.0399005070094299,6e-04,4.7,0.207472947094351,0.106933602591774
"y1...253",0.0425583491286311,0.00014,4.9,0.287387812067587,0.143834045598863
"y1...254",0.0391227229277684,7e-04,5,0.197298321400071,0.103101961238409
"y1...255",0.0399702839083073,0.00071,4.9,0.212419009081909,0.109552289279691
"y1...256",0.0411858827742624,0.01239,3.6,0.208984028262337,0.102960646357907
"y1...257",0.0407615547888838,0.00073,4.7,0.226953246203944,0.115688901795205
"y1...258",0.0417039237054024,0.0142,3.5,0.215853926645623,0.105267349897372
"y1...259",0.0389339293004157,9e-05,5,0.19332115934537,0.101295876727768
"y1...260",0.0406902964304852,0.00057,4.8,0.226908807241346,0.115851153712116
"y1...261",0.0392804658999828,0.00012,5.1,0.201420213665679,0.105055610413012
"y1...262",0.0420989974620165,0.00163,4.7,0.263768027403184,0.132433664056741
"y1...263",0.0399761131093711,0.00081,4.8,0.211956415368443,0.109278896706156
"y1...264",0.040943201284174,4e-04,5,0.24169567732855,0.123303649086044
"y1...265",0.0396246054503056,0.00102,4.7,0.203066618118803,0.1051183012651
"y1...266",0.0407371333852036,0.00126,4.9,0.232813614685906,0.118972894983361
"y1...267",0.0404647118867218,0.00063,5,0.230223066249049,0.118217534312938
"y1...268",0.0412454326109582,4e-05,5.2,0.254756518223788,0.129530409159738
"y1...269",0.0403331583855972,0.00194,4.4,0.206885431466557,0.105328550736791
"y1...270",0.0399771893697695,0.00031,4.9,0.217084164611387,0.11216265714457
"y1...271",0.0412607425703327,3e-05,5.1,0.254178944430716,0.129335923166639
"y1...272",0.0412073147636478,9e-04,4.7,0.238079587695365,0.120707572026283
"y1...273",0.0406284588260421,0.00094,4.7,0.226870254853867,0.115992412376391
"y1...274",0.0400796760413233,5e-05,5,0.219795631715627,0.113395713484413
"y1...275",0.0413143517045145,0.01508,3.4,0.209462052851299,0.101994496884235
"y1...276",0.0397488546640219,0.00013,4.9,0.207829224549755,0.10752351852442
"y1...277",0.0393033641558577,0.02376,3.1,0.173611916760426,0.0826844889544475
"y1...278",0.0402682751365898,0.02187,3.2,0.188493963720198,0.0906225102996805
"y1...279",0.0402517624934007,0.00109,4.9,0.222109531567036,0.114273527422063
"y1...280",0.0385627535568125,0.00027,5,0.185815731626556,0.09789105447424
"y1...281",0.0414565375253169,0.02211,3.2,0.206456199865914,0.0986157655753115
"y1...282",0.0395122701743724,5e-05,4.8,0.198918925842664,0.103036724582802
"y1...283",0.0399834752375856,3e-04,4.9,0.21708777641351,0.112148362202865
"y1...284",0.0411655038081021,0.00083,4.9,0.244502966677616,0.124304123465273
"y1...285",0.0411456045765787,0.02008,3.3,0.203830598167752,0.0985012573322956
"y1...286",0.0414764470498885,0.00072,4.8,0.244075367464377,0.123304290200393
"y1...287",0.0395283299469617,0.00033,5,0.20575723316773,0.106895151187071
"y1...288",0.03968645234785,0.00044,4.8,0.203098473997617,0.104984820516573
"y1...289",0.0402710268639422,0.00137,4.7,0.216757810719377,0.111238331328512
"y1...290",0.0399101657034509,0.00233,4.2,0.196373452885806,0.100236033719702
"y1...291",0.0404091665652654,0.00095,4.7,0.221678792557944,0.113651030221725
"y1...292",0.0398313645088359,9e-05,4.9,0.212342527375657,0.109862741769853
"y1...293",0.0409313319895282,0.00112,4.7,0.232354456952932,0.118258013888061
"y1...294",0.0401229609278006,0.00041,4.8,0.212037890595651,0.108954997107701
"y1...295",0.0404682390167382,0.00088,4.9,0.227325410338227,0.116626078440233
"y1...296",0.0384516335294476,8e-05,4.8,0.176977299275192,0.0929581280909636
"y1...297",0.0407396325900345,0.00055,4.9,0.23281525109533,0.118967041568183
"y1...298",0.0409291713152794,0.01457,3.5,0.202978734559656,0.0996537975864046
"y1...299",0.0384207260637588,0.00137,4.6,0.173675357259085,0.0909479183672847
"y1...300",0.0414196207752614,0.02191,3.2,0.206439506958368,0.0986850691074317
"y1...301",0.0407319414414131,0.00069,4.5,0.22133858025939,0.112605970613027
"y1...302",0.0404778290901622,0.00243,4.3,0.211340615658719,0.107496787028076
"y1...303",0.040500339177932,0.00019,4.6,0.216392414104087,0.110412483599601
"y1...304",0.0416782545591129,0.00126,4.7,0.250316119812846,0.126202190440332
"y1...305",0.0402459382577246,0.02482,3.1,0.187883769612824,0.0893524532878259
"y1...306",0.0407972960307718,0.00177,4.6,0.22137783307682,0.112461572790528
"y1...307",0.0388459104495999,0.00043,4.9,0.191224376670005,0.10030052747214
"y1...308",0.0415349092123146,0.00031,4.8,0.25021064688258,0.126545469334622
"y1...309",0.0405374548958633,0.00211,4.5,0.216413868194328,0.110331270277787
"y1...310",0.0410355386785938,0.01615,3.4,0.205297089801265,0.10021729172826
"y1...311",0.0404730150895325,0.01094,3.6,0.196825876570172,0.0975880625225439
"y1...312",0.0402000933430309,4e-05,5,0.22485085126039,0.115917070114458
"y1...313",0.0424079966121563,0.01661,3.4,0.228073528015526,0.110101850322276
"y1...314",0.0407232229133513,0.00189,4.5,0.221333341117632,0.112625269187022
"y1...315",0.0411751214234662,0.00114,4.8,0.238057809306219,0.120782577954828
"y1...316",0.0399692077871614,0.00039,4.7,0.207509589781435,0.10678436766703
"y1...317",0.0390438016842538,1e-04,4.6,0.187083297795651,0.097268946665244
"y1...318",0.0415067178761201,0.00261,4.4,0.236981720166785,0.119289604583122
"y1...319",0.0397257337782661,0.00013,4.9,0.207816972512997,0.107574536546837
"y1...320",0.0396637095513663,0.00024,4.8,0.203086780967235,0.10503385344305
"y1...321",0.0412704521615215,2e-05,4.9,0.250694324289921,0.127446710749424
"y1...322",0.0403642672448714,0.01555,3.4,0.190448131791969,0.0930698097729866
"y1...323",0.0407514216321337,0.00113,4.7,0.226946933375327,0.115711938832026
"y1...324",0.0407171705649726,0.00061,5,0.235836007175908,0.120665279015178
"y1...325",0.0406152049432772,0.02408,3.1,0.194382726995797,0.0924423682116217
"y1...326",0.0402966820438564,0.00089,4.9,0.222136247701226,0.114170671149043
"y1...327",0.0401929921971777,0.00069,5.2,0.230561742604004,0.11904063452396
"y1...328",0.0408066145504211,0.01699,3.3,0.196336756508172,0.0948860555484989
"y1...329",0.040659038207612,0.00077,4.8,0.226889324326824,0.115922503944625
"y1...330",0.0404409915388127,0.00018,5,0.230208139528234,0.118273340793586
"y1...331",0.0407006065916894,0.01881,3.3,0.196292068801779,0.0950827117263931
"y1...332",0.0404309199109868,0.00068,4.9,0.22730228590743,0.116712690320919
"y1...333",0.0396939409086662,0.00021,4.7,0.203102333276883,0.104968686012318
"y1...334",0.0428160165419213,0.00357,4.3,0.269699907713085,0.133834517626551
"y1...335",0.0397412095045192,0.00027,5.1,0.210257659620115,0.108899695006662
"y1...336",0.0418823656623973,0.00198,4.5,0.249741655952904,0.125389243289871
"y1...337",0.0416387944017278,0.00017,5.1,0.261058110277849,0.132040687550887
"y1...338",0.0413198506323032,0.02525,3.1,0.205218343016719,0.097327609693348
"y1...339",0.0383670836719257,0.00035,5,0.182265942621399,0.0963123827745263
"y1...340",0.0406603031373613,0.01801,3.3,0.196275074544772,0.0951577481251025
"y1...341",0.0408457999463441,0.02167,3.2,0.198775104412769,0.0954500350368845
"y1...342",0.0402147790800266,0.00049,4.9,0.222087501221576,0.114358389737026
"y1...343",0.0403148868816886,0.00804,3.8,0.196464047989524,0.0984782905169028
"y1...344",0.0403156247802498,8e-05,5.2,0.230638077929671,0.118747834028545
"y1...345",0.041079126076336,2e-04,5.1,0.247772517781467,0.126299478014007
"y1...346",0.041327515713917,0.00022,4.9,0.250736127733365,0.127307287174351
"y1...347",0.042087840879669,0.00106,4.6,0.256263280580213,0.128426964276895
"y1...348",0.0386684001125016,0.00029,5.1,0.189461138913953,0.099728400885084
"y1...349",0.0404753265528422,0.00657,3.9,0.202349023979216,0.101757300093066
"y1...350",0.0419111988270549,0.00998,3.7,0.225299964182756,0.110849766584948
