"","alpha","beta","eps","T1","L","M"
"y1...282",0.202274976221085,2.69665235687031,0.00485,1.5,0.0747812366224319,0.0762504702392752
"y1...283",0.0537113828870584,0.682387371798468,0.01682,5,0.299064002775047,0.0957580434527198
"y1...284",0.0921085782826321,1.16611416064676,0.00024,4.7,0.202813906574483,0.108696928436918
"y1...285",0.102097712868519,1.3372797900993,0.00116,3.6,0.155560166741371,0.0927684276910263
"y1...286",0.0843711981704119,1.03328152870268,0.00068,5.2,0.24430016958496,0.118062919349571
"y1...287",0.119601412771098,1.45836900296454,0.00147,3.4,0.153791879142875,0.100836733077364
"y1...288",0.112631045093296,1.2924323929013,0.00128,3.9,0.191856823470304,0.11437411999882
"y1...289",0.0396131515327794,0.502291664891466,0.00486,8.5,0.508348035822624,0.128910715747866
"y1...290",0.168252731623042,1.99813909661577,4e-04,2.2,0.108581709999955,0.092475285340967
"y1...291",0.130906051576109,1.53806867530847,0.00111,3.2,0.150094067715314,0.103882071239336
"y1...292",0.0236412664254608,0.288902082316733,0.00551,12.6,0.962357247027762,0.155489549916803
"y1...293",0.14941214561705,1.94129321945215,0.00093,2.3,0.10295090939797,0.0841547231753526
"y1...294",0.0850238188419666,1.17705393219311,0.01807,3.1,0.159477831348712,0.0789164557342154
"y1...295",0.116300440914952,1.44666616225804,0.00094,3.2,0.14847703933803,0.0954195080343792
"y1...296",0.157997619562404,1.96158907693043,0.00044,2.3,0.106355866789972,0.0888829809780982
"y1...297",0.166931540693162,2.14048132330715,0.00066,2.1,0.094291780414603,0.0842982300476354
"y1...298",0.126814264046185,1.53618810475246,0.00086,3.2,0.145353469236073,0.0998838839867188
"y1...299",0.0193005694219713,0.233440255362576,0.0076,13.6,1.10334149943815,0.150458648970421
"y1...300",0.0184201625934042,0.232172659545534,0.01785,10.3,0.77345779503525,0.101602803334381
"y1...301",0.147618575725474,1.80445655128387,0.00141,2.5,0.117924390263046,0.0919346116885831
"y1...302",0.041716159619502,0.530719689544537,0.01871,5.8,0.369700705785112,0.0945469266979579
"y1...303",0.0599959688987756,0.691736178803723,0.00188,7.2,0.431562666650239,0.147953761856305
"y1...304",0.185882528612313,2.27093815288579,0.00242,2,0.0927663801264601,0.0885483376233703
"y1...305",0.156366023319174,1.91610792295042,0.00033,2.4,0.11061109499209,0.0912529110444641
"y1...306",0.0691795217789305,0.875116700002129,0.013,4.3,0.238283743891842,0.0955133456624375
"y1...307",0.0786184885652395,0.862333988031902,0.00173,6,0.351142978429752,0.147674627992482
"y1...308",0.137939839944856,1.82250642864648,0.00144,2.5,0.108342827194996,0.0839825271534171
"y1...309",0.24217301234351,3.14823717505273,0.0021,1.3,0.066187924681707,0.077393594459576
"y1...310",0.115913356676455,1.35245382613321,0.00039,3.8,0.179679746531781,0.111366906337363
"y1...311",0.0918915553608393,1.14929160566626,0.00021,4.8,0.208012423906956,0.110204620259813
"y1...312",0.092064284105596,1.12884072729912,0.00029,4.8,0.215866262530258,0.112857303928503
"y1...313",0.124309237285926,1.6700666869339,0.00096,2.9,0.118118690286007,0.0855654986819824
"y1...314",0.0381027560626384,0.453407568113275,0.0141,7.1,0.488628862129649,0.113502622585872
"y1...315",0.0232748044692599,0.311447157574006,0.00571,11.9,0.778242105825306,0.130086620768054
"y1...316",0.10679957394583,1.39303587109394,0.00072,3.6,0.151231289329678,0.0940628735470867
"y1...317",0.0245095548795902,0.306691132314983,0.00628,11.8,0.855231592670342,0.143956202603945
"y1...318",0.0796037013966967,0.925490275513523,0.01433,4,0.243176457998996,0.10410498161145
"y1...319",0.222492893595182,2.55236941165759,0.00342,1.6,0.0882141673017525,0.0905568158327579
"y1...320",0.0806546615541971,1.01942548773679,0.00022,5.4,0.242557431396499,0.115208156396417
"y1...321",0.0249419941428859,0.31159255513849,0.00642,11.6,0.828877613994096,0.141348673551994
"y1...322",0.15076682825309,1.91195129922095,3e-04,2.4,0.107227840709771,0.087602318332523
"y1...323",0.012162945507545,0.165866520083675,0.00764,17.3,1.28411538718498,0.128256350448597
"y1...324",0.122387433417066,1.54572233195045,3e-04,3.1,0.136953819212289,0.0935475907174031
"y1...325",0.0776882112356839,1.02458828368802,0.00075,5.2,0.223518658809065,0.105661787845752
"y1...326",0.132445381703372,1.6475657174259,0.00036,3,0.130609063252978,0.0951542511836041
"y1...327",0.0929692394717907,1.05727129690294,0.00145,4.8,0.247591678841701,0.123517625246409
"y1...328",0.0194939602963868,0.234465753437294,0.00791,13.4,1.10159873118578,0.151009874520464
"y1...329",0.0969705580930953,1.07975891790958,0.00128,4.5,0.243919973398803,0.124362444097939
"y1...330",0.0374753257519132,0.450207565369276,0.00514,9.1,0.61248525224032,0.14349765415371
"y1...331",0.146090493108846,1.79008991204852,0.00196,2.5,0.118529174535046,0.0915413112221794
"y1...332",0.205097515594001,2.58063325026407,0.00121,1.6,0.0808361394900538,0.0819793507211986
"y1...333",0.0973194118556756,1.21245646151866,2e-04,4.6,0.196389297536483,0.109329590493472
"y1...334",0.126036716814087,1.50271899314745,0.00174,3.1,0.149000189320279,0.0999964379916002
"y1...335",0.14616351475348,1.73188714937301,0.00116,2.7,0.128029153405704,0.0976213797022043
"y1...336",0.108737543050285,1.32202166699137,0.00039,4,0.178563741854222,0.107798418580052
"y1...337",0.167306837846747,1.90250102052603,0.00094,2.3,0.119013546549463,0.0980142924681554
"y1...338",0.0452327690624372,0.502570863194775,0.00567,8.1,0.584098422162127,0.153150329816102
"y1...339",0.0474579604726661,0.627037411128484,0.01209,5.8,0.321893838563648,0.0958740388746974
"y1...340",0.0693977988639526,0.783921210797122,0.01557,4.5,0.295182293985266,0.110095933936936
"y1...341",0.0943616854959352,1.05892391497308,0.00065,4.9,0.258471355989179,0.129733701570403
"y1...342",0.0233483110959076,0.254456440416103,0.00876,12.2,1.1234185021464,0.169691933608455
"y1...343",0.0691158731766244,0.746657445784471,0.00493,6,0.386717449361773,0.143301178569184
"y1...344",0.0488049799895306,0.537183053285115,0.00481,8,0.570460701526682,0.158814084072896
"y1...345",0.0852441045790523,1.03906395411608,0.0145,3.6,0.205159367320166,0.095679761698496
"y1...346",0.147596343866857,1.88652657697618,0.00173,2.5,0.108285406396181,0.087841367626798
"y1...347",0.0748797219401447,0.888677612504981,0.00205,5.7,0.298084948955954,0.126498678691955
"y1...348",0.0966149399237497,1.18190122766964,0.00037,4.5,0.204498885509914,0.111489000895023
"y1...349",0.122052163746991,1.46386559056938,0.00053,3.4,0.156155654270716,0.103099533958168
"y1...350",0.149031877298674,1.63423976925261,0.00192,2.8,0.147028944507605,0.107857733444107
"y1...351",0.0204756060809907,0.257042093558211,0.00707,13,0.984947758241765,0.143407623597202
"y1...352",0.11965557390403,1.45506521343475,0.00062,3.6,0.158129108833112,0.104043899328239
"y1...353",0.0502372543201352,0.584330040976833,0.00349,7.9,0.502998779304208,0.14856982237388
"y1...354",0.0712694359116778,0.809782738347513,0.00948,4.8,0.293809756011146,0.113694667011037
"y1...355",0.0989876046001871,1.10744805745812,0.01458,3.4,0.209083986439405,0.105353211391173
"y1...356",0.157589574886216,1.91641896977975,0.00034,2.4,0.111415732064741,0.0920833073237143
"y1...357",0.0508244285564351,0.637065147133021,0.00133,8.2,0.444398519921747,0.139271706390426
"y1...358",0.116996729014144,1.46937011851205,0.00046,3.5,0.149577332669567,0.0985535012842056
"y1...359",0.0564455735162078,0.606692327372024,0.00599,6.8,0.472494205889076,0.14629954458143
"y1...360",0.0644698462570555,0.860697234851586,0.01473,4.3,0.228059373944139,0.0885898983599518
"y1...361",0.095688967210208,1.21976424194313,0.00062,4.3,0.185675922931877,0.103269763471293
"y1...362",0.11461969649615,1.34221862723287,0.0012,3.8,0.179938247673286,0.110629932755927
"y1...363",0.154701304141221,2.02698584589971,0.00094,2.3,0.0978452052742596,0.0839017133597073
"y1...364",0.0875757192490675,1.13419069182344,0.0243,3,0.174992051706891,0.0835128424458489
"y1...365",0.00483248639167615,0.0593147481427954,0.01053,27.1,2.25905629475779,0.10800178797592
"y1...366",0.11564012343197,1.37530584038529,0.00025,3.6,0.16937416628827,0.105856425766973
"y1...367",0.0762905710942388,0.884231308777552,0.00087,6.2,0.329796574391397,0.140335761294069
"y1...368",0.0401043513199213,0.491382745307629,0.00367,9,0.570199461249743,0.143339262819058
"y1...369",0.0408058206366842,0.519099332510335,0.01615,6.2,0.391547538321878,0.0995021420207278
"y1...370",0.14686388530711,1.85763624534415,0.00093,2.6,0.111687090704644,0.0899825042548444
"y1...371",0.166534902062796,2.00838772739312,0.00217,2.1,0.106426512380779,0.089513556212054
"y1...372",0.0137913970763151,0.172145854846205,0.00717,17.1,1.45676786124141,0.154757982961211
"y1...373",0.0609615197629491,0.713390952493995,0.00186,7.2,0.416140547588709,0.146141836204479
"y1...374",0.0706158641076352,0.874261992409783,0.01595,4.1,0.23782202520273,0.0943107199972119
"y1...375",0.0675319221946799,0.805174076398663,0.01911,4.2,0.266367376973674,0.0991263215984979
"y1...376",0.124002878650922,1.51870168231018,0.00056,3.2,0.144999772083591,0.0982753723629311
"y1...377",0.148808512265408,1.88899733847351,0.00213,2.4,0.108377788172951,0.0873255713911947
"y1...378",0.0539135999562761,0.621077293712335,0.01167,5.7,0.378286564094465,0.115951832850832
"y1...379",0.0420288893718938,0.489534194978519,0.00435,8.8,0.600838948953956,0.152453060386755
"y1...380",0.099199827065641,1.2367116058387,0.00025,4,0.182234298398145,0.102608413400693
"y1...381",0.0420654646112985,0.482280876135867,0.01799,6.3,0.455572198657661,0.111535302845687
"y1...382",0.0246698054960346,0.306684290090025,0.00457,12.6,0.928436364114036,0.156805961278792
"y1...383",0.121261430771729,1.35805063328981,0.00116,3.8,0.18790138115974,0.11785040695674
"y1...384",0.184191538814382,2.32366586858371,0.00162,1.8,0.0887764868006259,0.083091309213001
"y1...385",0.0295687068946682,0.364380138901011,0.00575,10.6,0.734728840813696,0.14319350070316
"y1...386",0.0863565343693202,0.993081817702546,0.00859,4.1,0.233965967798895,0.107875697918259
"y1...387",0.264872157441921,3.19303634648535,0.00223,1.3,0.068701473746972,0.0840019302177603
"y1...388",0.0784766708625856,0.929157695794423,0.01482,4,0.237950377145103,0.101784286226807
"y1...389",0.0799981052397172,0.950844385069634,0.0177,3.7,0.22708357354937,0.0976846062227765
"y1...390",0.112572618964621,1.46579284290964,0.00039,3.3,0.141184166353023,0.0915481042068975
"y1...391",0.0274438920479172,0.359792733171653,0.00615,10.5,0.673393348275527,0.127534301300182
"y1...392",0.139012005257299,1.69102172633436,0.00114,2.9,0.129541364655482,0.0969174261573811
"y1...393",0.0352400597866164,0.459687350915109,0.0149,7,0.436308482021533,0.0998149648421315
"y1...394",0.100625436530528,1.13544104610863,0.00167,4.5,0.232119307758409,0.123757550585102
"y1...395",0.149142639228338,1.86837336723609,0.00045,2.5,0.111452586127921,0.0898232235864946
"y1...396",0.0475749777926147,0.602419318583098,0.00224,8.3,0.460006040024146,0.136935352547906
"y1...397",0.0478798372097901,0.556524116982155,0.01483,6,0.409770762541806,0.113730633099314
"y1...398",0.120691189046088,1.5573945459324,0.00088,3,0.131943910718483,0.0899731048399226
"y1...399",0.0497478044240683,0.60396104005606,0.0043,7.4,0.438771160884751,0.131793893048106
"y1...400",0.124242356299932,1.59663818274376,0.0013,2.9,0.128665134969441,0.0896183519809671
"y1...401",0.0185517622573953,0.208762799853784,0.0094,13.7,1.25761504812788,0.160769187912205
"y1...402",0.0409813762441442,0.529738497394417,0.00165,9.2,0.516889073998477,0.136962229513641
"y1...403",0.0583026879587252,0.728894405252578,0.0163,4.7,0.283686842877957,0.0963479085301157
"y1...404",0.154992570932755,1.86772094769589,0.00086,2.5,0.115841676328271,0.0940800424151131
"y1...405",0.0647986461277364,0.855404611697203,0.01295,4.4,0.231780721280672,0.0897276194470958
"y1...406",0.0589331300073206,0.688513490503952,0.00244,7.1,0.413654691924737,0.140696110181608
"y1...407",0.120552321620985,1.49808667865567,0.00043,3.3,0.145836845047403,0.0975688706932401
"y1...408",0.103797887801439,1.21571058254444,0.00072,4.3,0.20606932862244,0.116084675183344
"y1...409",0.0356737332466319,0.431847161657315,0.00458,9.7,0.657708613113105,0.148623720659821
"y1...410",0.0862647383372447,1.00687616774347,0.00027,5.4,0.271456946093029,0.129447531205661
"y1...411",0.0517997158733562,0.694035008359975,0.01451,5.1,0.279651842998039,0.0897146840279927
"y1...412",0.0982909178889968,1.13148027140945,0.01634,3.3,0.198176006166491,0.100678324259685
"y1...413",0.0793008157251424,1.06831980225938,0.00029,5.2,0.21142123080024,0.10355818518102
"y1...414",0.121980212082695,1.44824340403491,0.00023,3.4,0.159258697373073,0.104229729091083
"y1...415",0.114331880422966,1.47265960377049,0.00017,3.3,0.142279972516385,0.0928980709255856
"y1...416",0.221482701720213,2.7344717652367,0.00404,1.6,0.07666552136385,0.0843649077905379
"y1...417",0.0502698134672214,0.552517737947447,0.01788,5.7,0.423529057169478,0.117905796962979
"y1...418",0.123816486394124,1.54655961363262,0.00011,3.2,0.13984686078937,0.0961945346777037
"y1...419",0.00797051517662883,0.0829946190475365,0.01029,23.1,2.59820242505875,0.1714617059972
"y1...420",0.107916439321025,1.33235208957103,0.00047,4.1,0.174343139034979,0.105748001747896
"y1...421",0.158143119146878,1.79367313894474,0.0012,2.7,0.129886701504715,0.103671558997233
"y1...422",0.0513105900617955,0.628225471111086,0.01494,5.4,0.339926991808792,0.102760089541188
"y1...423",0.122667184085222,1.35781992436892,0.00073,3.8,0.19051875341058,0.119742699087686
"y1...424",0.057996860274411,0.701877931808006,0.01123,5.3,0.315852165380166,0.106082247360997
"y1...425",0.0670060731581919,0.879192462625542,0.01595,4.1,0.223605615925128,0.0877347175150056
"y1...426",0.134914750953079,1.67559453485182,0.00035,2.8,0.126688645464609,0.0929650253392705
"y1...427",0.103946691471556,1.21372208545641,6e-05,4.3,0.207074739032773,0.116538125570656
"y1...428",0.102587685818824,1.07610222649633,0.00186,4.7,0.270837459446198,0.13968745506739
"y1...429",0.0434724263369636,0.593080009822443,0.01407,5.8,0.321465014848335,0.0898366215080273
"y1...430",0.134495324005363,1.4290884270856,0.00092,3.6,0.187211777837449,0.12416256785735
"y1...431",0.30670797440652,3.79353346936459,0.00809,1,0.061703683499899,0.0790629485722178
"y1...432",0.155391593639869,1.84681903735725,0.00012,2.6,0.119569263619129,0.0969198811124039
"y1...433",0.0890380029844189,1.08827658302424,0.01256,3.6,0.19726142328617,0.096545675090263
"y1...434",0.0779755783327847,0.926238160950881,0.00174,5.7,0.290438111188284,0.128011348691448
"y1...435",0.0811374287977293,1.05306114703763,0.00093,5,0.218724728900897,0.106237005365647
"y1...436",0.0531588232414612,0.638362472573222,0.0142,5.5,0.347650199306967,0.107619550082098
"y1...437",0.0528096028354188,0.646433236441802,0.02075,4.9,0.318941306903224,0.0973745027020359
"y1...438",0.183617015362555,2.24416963839023,0.00339,2,0.0938704384243221,0.0883504901676936
"y1...439",0.0319027666802192,0.390286057646246,0.0136,8,0.556910871387038,0.113607244377494
"y1...440",0.0697883430701887,0.816437358547311,0.00989,4.7,0.282922262000327,0.109528093927398
"y1...441",0.0447854151469282,0.53614598229466,0.00471,7.8,0.48884858733207,0.132749212301986
"y1...442",0.221081323239959,2.70910693373671,0.00386,1.5,0.0793223034841858,0.0835643194836709
"y1...443",0.127932623797909,1.49286070393072,0.00018,3.5,0.160507438128487,0.108890959166473
"y1...444",0.282409091481727,3.16766436336625,0.00537,1.3,0.0732960633197181,0.0906191828796014
"y1...445",0.0295148990035715,0.357489103708296,0.01486,8.3,0.599332688918128,0.113837840327274
"y1...446",0.00766659393281511,0.0933897221744979,0.00976,22.5,2.03203867688423,0.136556617603337
"y1...447",0.21299239783278,2.62181446763306,0.00525,1.6,0.0807384552613276,0.084156063332989
"y1...448",0.257060986728523,2.81656518221693,0.00082,1.5,0.0827952815072203,0.0948997979931099
"y1...449",0.0369752294246251,0.456108960820011,0.00333,9.7,0.628032559803748,0.148011374387167
"y1...450",0.209887897607053,2.40429672783763,0.00409,1.8,0.0928765648619937,0.0930265462679412
"y1...451",0.0455720868363737,0.589292088294369,0.00301,8.1,0.440541104211978,0.127901379345913
"y1...452",0.193151792334923,1.96229968074331,0.00031,2.3,0.128932318123084,0.112701332615857
"y1...453",0.167688299071999,2.16421594613308,0.00064,2,0.09287608785597,0.0825969811572064
"y1...454",0.166916926964627,1.97499520329696,0.00133,2.2,0.110206957197057,0.0926877916860967
"y1...455",0.0724221899128706,0.831566501451015,0.02023,4,0.265714872280214,0.102219543448108
"y1...456",0.090053284408729,1.06342263548272,0.00075,5.1,0.244827717620726,0.122220158292509
"y1...457",0.0647698011198062,0.766120050947181,0.0127,4.8,0.291164385935682,0.105578103033917
"y1...458",0.156170256244594,1.92165823158657,2e-04,2.5,0.110534852017888,0.0921960476253105
"y1...459",0.0704895240767068,0.868005179484275,0.01782,4,0.240380743846382,0.0947521778274597
"y1...460",0.0905566285280298,1.14533237806439,0.00161,4.3,0.196207762874242,0.102824148982335
"y1...461",0.0945865356303452,1.18519835445774,0.00018,4.4,0.193515771064358,0.105021729116407
"y1...462",0.170139882681888,1.95929586558177,0.00098,2.3,0.114380727770748,0.09706956187573
"y1...463",0.132408401011437,1.56811115085129,0.00144,2.9,0.142061591318157,0.0987480642058418
"y1...464",0.0431956974748243,0.588180416937372,0.01919,5.4,0.316207055318418,0.086730003391109
"y1...465",0.14072955563699,1.82367758895503,8e-05,2.5,0.110323025167448,0.0859366070251496
"y1...466",0.106869830080591,1.19413075087712,0.00122,4.3,0.2209121145952,0.123477424522009
"y1...467",0.113181655841349,1.45633661653993,0.00024,3.8,0.151565054451189,0.0991941892745355
"y1...468",0.159498832043461,1.87938437983943,3e-05,2.4,0.116991586325413,0.0952720201435211
"y1...469",0.139344422280048,1.70796593717331,0.00081,2.7,0.125265214223937,0.0934410876284856
"y1...470",0.0951541558472361,1.21282720156425,0.00011,4.2,0.184343752802256,0.101802227951335
"y1...471",0.169247297475241,2.18211273023615,0.00304,2,0.0921421598562725,0.0827953508456419
"y1...472",0.105198044644174,1.24436118793617,0.00072,4,0.192783810858803,0.110330986972161
"y1...473",0.0974929535020198,1.32833892292648,0.00056,3.9,0.154140999018047,0.0913999394711185
"y1...474",0.117306345626319,1.36318691321166,0.00167,3.6,0.175024376200426,0.108928786907979
"y1...475",0.132882107659215,1.62213349053086,0.00055,3,0.135006616611194,0.0971398589405485
"y1...476",0.16917672910833,2.1403478957665,0.00116,2.1,0.0954662938639212,0.0856035201725797
"y1...477",0.171984244572564,2.22550920209946,0.00201,1.9,0.0904082385224031,0.0814819501980172
"y1...478",0.0259241966767066,0.315877882561573,0.0066,11.3,0.840360540055289,0.145987439242157
"y1...479",0.154469631463292,1.76496492090488,0.00085,2.7,0.130701216531733,0.102427421615993
"y1...480",0.0862315236214219,1.19685779861975,0.00026,4.5,0.173876604947771,0.0937658761842159
"y1...481",0.0239222771515412,0.281127291352443,0.00862,11.5,0.92291070127662,0.147233982938093
"y1...482",0.0230992765582067,0.286380495062949,0.00628,12.3,0.923230250646875,0.147360156403077
"y1...483",0.0781087139206089,0.937376504200899,0.013,4.1,0.2331470922105,0.100276088279822
"y1...484",0.0275685064676712,0.331878168826181,0.00633,11,0.820565504233275,0.149009142816726
"y1...485",0.0789178185697919,1.07412666815201,0.01313,3.6,0.178993464047578,0.0840457707940255
"y1...486",0.109163342291631,1.3083455432106,0.00064,3.8,0.178574436385531,0.106605145323758
"y1...487",0.0399241975549115,0.44203466632597,0.00593,8.9,0.677038582348786,0.159582833192474
"y1...488",0.111599323244854,1.49762639137864,0.00065,3.4,0.135470671513642,0.0896279671899557
"y1...489",0.195195012269762,2.73081503066275,0.00218,1.5,0.0709141160643695,0.0725216472888138
"y1...490",0.102145611631702,1.31662378146717,0.00027,3.9,0.165386508345161,0.098199473401331
"y1...491",0.0141202349663034,0.172994683225431,0.00855,16.1,1.37424605224776,0.147347471184647
"y1...492",0.212447836095271,2.58078873269991,0.00231,1.6,0.0831449546431239,0.0851889751116134
"y1...493",0.0357372737940125,0.455629680102907,0.00571,8.8,0.5419406115849,0.126115523808016
"y1...494",0.0242881998500097,0.323916392598231,0.00542,11.7,0.760184318461743,0.131434632750459
"y1...495",0.121961764810994,1.55384441463924,0.00021,3.2,0.136362890525468,0.0938980470126185
"y1...496",0.150088755955106,1.86577431287097,4e-04,2.5,0.112447763279399,0.0906316753943434
"y1...497",0.0749242053503394,0.848330538881386,0.0014,6.2,0.348677592549233,0.143613231740588
"y1...498",0.147662250936714,1.71833447063126,0.00062,2.9,0.133926133088477,0.102737687198296
"y1...499",0.102096956202071,1.39569373789963,2e-05,3.6,0.143348671285455,0.088558310268105
"y1...500",0.0652127683622324,0.894632682261668,0.00857,4.5,0.218747377600988,0.0885898788915631
"y1...501",0.116301796589561,1.31807215541676,1e-04,3.9,0.191920768675264,0.116883472718796
"y1...502",0.0559399876105595,0.646708439157591,0.00279,7.4,0.455351334044032,0.147060773740937
"y1...503",0.154278138702858,1.88313954372043,0.00133,2.5,0.113517808672745,0.0927753704262496
"y1...504",0.0485019450015092,0.603038507372005,0.00265,8,0.455931757606626,0.136312458987574
"y1...505",0.0419010321546289,0.514590105746811,0.00364,8.7,0.532964075072315,0.139234235411211
"y1...506",0.174253302866516,2.24908734725682,0.00227,1.9,0.0895536993787709,0.0818460350683937
"y1...507",0.123825488593129,1.25773032496307,0.00089,3.9,0.225693559152272,0.134360898034216
"y1...508",0.0688436499498679,0.990588123139841,0.00087,5.3,0.205280958469852,0.0924493146432767
"y1...509",0.0465752040357973,0.57131828478342,0.0025,8.5,0.505450313129293,0.14473439030791
"y1...510",0.0174519582908616,0.189709546612144,0.00894,14.9,1.48988353315403,0.179194695977232
"y1...511",0.120316254683149,1.48945709565133,0.02386,2.4,0.140384407549121,0.0859141432555367
"y1...512",0.171770504129116,1.99318480453822,0.00019,2.3,0.111732491192467,0.096484483932892
"y1...513",0.108637647931015,1.44374610563354,0.00113,3.4,0.141148513743706,0.090114455564473
"y1...514",0.158268379539038,2.12971402935433,0.00046,2.1,0.0907101433900266,0.0797211549869372
"y1...515",0.0959253979720256,1.20053727403144,0.01505,3.2,0.172771612304143,0.0908200709209685
"y1...516",0.11127316941342,1.4516438464641,0.00067,3.4,0.143364325276767,0.0923648694778589
"y1...517",0.0411359465566474,0.518478347041277,0.00395,8.7,0.511753750660979,0.133705004642775
"y1...518",0.148495114805887,1.76046362680507,0.00102,2.8,0.12732620676047,0.0993279361227965
"y1...519",0.0831147820405946,1.07981606007813,0.00034,5,0.214710421806761,0.106773001994907
"y1...520",0.06625539033396,0.881138363395999,0.00222,5.7,0.258551160561676,0.106340934721031
"y1...521",0.188390433393673,2.5462572614627,0.00415,1.7,0.0762664291384993,0.0768335939757036
"y1...522",0.105998417917852,1.33300302116563,0.00061,3.8,0.166651949017468,0.100404495418289
"y1...523",0.0869900230837582,1.07959504466862,0.00059,4.8,0.219304474526361,0.109646697789358
"y1...524",0.0746467039100168,0.987128912661368,0.00098,5.4,0.233711579718365,0.106792465831929
"y1...525",0.123753626880851,1.5802416845342,6e-04,3.1,0.132858832417173,0.0926572755151857
"y1...526",0.158630348976677,2.01078454547063,0.0218,1.8,0.104757486122947,0.080700935713888
"y1...527",0.13295750198284,1.51740234640365,0.00021,3.3,0.158494331892025,0.10917909022945
"y1...528",0.0100140916629462,0.134421810655716,0.00713,20.3,1.62403827450364,0.138612967424059
"y1...529",0.148026936519594,1.73454222210046,0.00026,2.8,0.130533586924674,0.100500921058692
"y1...530",0.0516229627208985,0.643223404927368,0.01913,5,0.31691776165342,0.0961673580067326
"y1...531",0.129078571473174,1.5764122536843,0.00044,3,0.138248369042123,0.0965535973228407
"y1...532",0.0677102062969766,0.869542183619094,0.01136,4.5,0.23983358870012,0.095907475737754
"y1...533",0.0173676264626092,0.221667009876498,0.00633,14.9,1.1619970108771,0.149583198719048
"y1...534",0.0743481880557202,0.87447970405866,0.00992,4.5,0.263048983150579,0.108132200648235
"y1...535",0.023756972840139,0.306413765576758,0.00574,12.1,0.83362099259176,0.138997393207322
"y1...536",0.144149330076046,1.6044193598969,6e-05,3.1,0.152096080539328,0.110617739991473
"y1...537",0.102353205919973,1.19001399544365,0.00048,4.5,0.216700005248816,0.120060195492001
"y1...538",0.148879553202327,1.79980771892775,0.00231,2.5,0.119488492407919,0.0931142184869343
"y1...539",0.0476039492440199,0.689930961821587,0.0167,5,0.25884945159783,0.0807115946488963
"y1...540",0.0236478849490537,0.295307630125883,0.0141,9.6,0.68791290539658,0.110791973410222
"y1...541",0.0767052552891219,0.99801356167336,0.02198,3.4,0.19709913290518,0.0848731874803236
"y1...542",0.038897252581461,0.464582783254123,0.01861,6.3,0.443513543469561,0.103415831911337
"y1...543",0.144490409218605,1.8065012065528,0.00208,2.5,0.115248808848698,0.089520091243627
"y1...544",0.107708166257913,1.36726094091105,0.00011,3.7,0.159898391654576,0.0983773926916462
"y1...545",0.156308359994961,1.91526404069906,0.00184,2.7,0.113229816613752,0.0953497662576996
"y1...546",0.0494250292423992,0.581318333516523,0.01273,6,0.395375771372428,0.113919948109538
"y1...547",0.0216738699082299,0.258360246648104,0.00841,12.3,0.992147996735394,0.147283067715985
"y1...548",0.114989947747188,1.25324759252998,0.00011,4.3,0.220413421716059,0.129573330661033
"y1...549",0.0171655814876893,0.194670001308655,0.01088,13.6,1.21654033426552,0.146558785676046
"y1...550",0.0458569614928299,0.482901697305803,0.00767,7.8,0.605733887490711,0.155394347836938
"y1...551",0.063500946220305,0.726730985583459,0.00514,5.9,0.359260125443361,0.127996360672969
"y1...552",0.0698013880883726,0.833519962125091,0.00105,6.3,0.327277834545667,0.131169460915624
"y1...553",0.0244290431980748,0.303008731750769,0.01495,9.3,0.675777998553234,0.111338388360327
"y1...554",0.0687155954675059,0.872671470769208,0.01529,4.2,0.235789311820233,0.0937014987873062
"y1...555",0.180846321266255,2.26922862564603,0.00134,1.9,0.0908795088895425,0.0845917943957014
"y1...556",0.0471166784559933,0.591159320592664,0.00431,7.6,0.428625126888825,0.125366081090395
"y1...557",0.109306770800728,1.35195105693333,0.00117,3.6,0.164280944821866,0.100169168522277
"y1...558",0.132680212446959,1.64186408197404,0.00048,3,0.131722629913092,0.0957176899256163
"y1...559",0.0201044312333433,0.237876508189612,0.00629,14,1.19954734644511,0.167482432999323
"y1...560",0.0489377612042368,0.581827652007969,0.00313,8,0.494279183995124,0.144713325164159
"y1...561",0.0957115843708493,1.16602213828967,0.00045,4.5,0.207494099850882,0.111762513193475
"y1...562",0.0470304124080718,0.611677035343654,0.00334,7.6,0.401273255277675,0.119993115031898
"y1...563",0.166412804497885,2.16002332528297,0.00101,2.1,0.0923703932718576,0.0832424844733908
"y1...564",0.030455164696824,0.358960026220769,0.00716,10,0.745028411357198,0.145007922466931
"y1...565",0.105942068206232,1.48532447209646,0.00043,3.2,0.128068051982304,0.0826042439882426
"y1...566",0.111768830091031,1.39259347009045,0.00051,3.7,0.160999174126001,0.101221705842302
"y1...567",0.0919618354350522,0.977867772617553,0.00098,5.3,0.303694769936717,0.143544596788396
"y1...568",0.113479009085765,1.51510468458409,0.00042,3.2,0.132511557442532,0.0881068224863677
"y1...569",0.0354149472934685,0.410167563923843,0.0053,9.6,0.696722833395754,0.152415698628259
"y1...570",0.138658143549847,1.65093466121341,0.00067,2.9,0.135218118730331,0.0990891549646452
"y1...571",0.0305398583242346,0.375117392337188,0.00548,10.4,0.7248169169769,0.144891372403537
"y1...572",0.127362362463884,1.57434235363901,0.00016,3,0.13667073913335,0.0950890759548036
"y1...573",0.0955414213514973,1.01018139940312,0.00176,5,0.291366523745273,0.141862240448083
"y1...574",0.115228363025517,1.50074812799391,0.00051,3.4,0.139751865070698,0.0931610762977853
