"","G","r","eps","T2","L","M"
"mu...940",62.7174235292931,31.2881529431956,0.03781,42.4,31.2819154965525,16.1245028708237
"mu...941",62.656651056358,30.8212686029657,0.04439,39.8,22.19810912788,11.4532822232829
"mu...942",62.6637553202426,31.1085620367389,0.04932,41.3,27.0560541448629,13.9581934521438
"mu...943",62.6642175400156,30.9413442092044,0.05828,34.9,11.6292295397967,5.99946457073497
"mu...944",62.7132047146212,31.0069150426941,0.04024,43,33.8588916261131,17.4539977061945
"mu...945",62.7236562222693,31.268281377529,0.03557,43.7,37.1348801733287,19.1395555510248
"mu...946",62.8573381388262,31.0491996853275,0.04632,38.2,17.9737043771618,9.24406120751347
"mu...947",62.6910523229164,31.202802570623,0.04758,39.7,21.9071599419415,11.296962928494
"mu...948",62.7146440670582,31.5254167426317,0.03027,44.5,41.2687406969659,21.2732303381968
"mu...949",62.7630000181764,30.86613912798,0.07581,33.4,9.54118787732289,4.91450713139345
"mu...950",62.7502735647934,31.1598322920303,0.06639,38.7,19.1993747242254,9.89128434117343
"mu...951",62.7709707089852,30.9976227515379,0.02909,45.4,46.4718874892916,23.933851386625
"mu...952",62.7776641984893,31.1800711104993,0.05549,35.2,12.0987539216497,6.2304101421924
"mu...953",62.729773062925,30.8910234057522,0.04743,40.5,24.3458683443216,12.546792653014
"mu...954",62.8096250697355,30.6334155977162,0.03821,36.6,14.553224423719,7.49055789360119
"mu...955",62.8112940617368,30.9873412812353,0.04551,36.9,15.1408029530752,7.79277913957685
"mu...956",62.8965546410681,31.6124012307738,0.04207,39.5,21.3366523381803,10.9668172140266
"mu...957",62.6532514515252,31.9481007349607,0.05784,40.3,23.7118517804875,12.234973390733
"mu...958",62.7089690851161,31.2415747561923,0.05492,41.7,28.5222678965098,14.7040022580604
"mu...959",62.6558716242259,31.5224910090635,0.04524,40.9,25.6652125244966,13.2423255481479
"mu...960",62.6690142970741,30.6507185514097,0.03331,42.9,33.4151050000786,17.2373774665125
"mu...961",62.7540170875331,31.3689060898392,0.05098,39.3,20.7810021036664,10.705479289038
"mu...962",62.7838573301505,31.040105622209,0.06564,39.3,20.7810021036669,10.7003911324166
"mu...963",62.7331365364539,31.2890184880231,0.06282,35.5,12.5872347533811,6.48656106936977
"mu...964",62.6901786803199,30.661257353456,0.04827,36.4,14.1742277326021,7.30939004440947
"mu...965",62.8029332061079,31.0449350143714,0.05412,38.3,18.2124131275842,9.37494547340117
"mu...966",62.7418318494173,31.4099501736782,0.05672,37.3,15.9613092164924,8.22417775045023
"mu...967",62.8721102332071,30.8280195961725,0.04283,43.6,36.6481561185898,18.8440942115657
"mu...968",62.8004799209342,30.9383007734839,0.03417,42.4,31.2819154204753,16.1031782516784
"mu...969",62.7418761194661,30.9803998378937,0.05071,42.6,32.1183437977443,16.5491927059596
"mu...970",62.8204578117468,30.4241271224941,0.05155,40.3,23.7118516823393,12.2024081759182
"mu...971",62.7087263791438,31.3101102417055,0.03572,40.7,24.9968377184873,12.8865967639643
"mu...972",62.8571228668188,30.740671137841,0.04152,34.4,10.8868304183814,5.59922730934201
"mu...973",62.7883840888417,31.0647021201159,0.05565,38.2,17.9737044364935,9.25421288958379
"mu...974",62.7717999530568,30.7167742440096,0.06727,34.7,11.3263807130031,5.83321131254121
"mu...975",62.7089563767134,30.9895929196335,0.04812,39.7,21.9071595813638,11.2937381604684
"mu...976",62.8126754650389,30.5972565960206,0.04444,40,22.7916504855435,11.730314310071
"mu...977",62.6547841119147,31.2760317361544,0.06016,33.5,9.6679045916293,4.98837738442056
"mu...978",62.8695402882082,31.3333169549627,0.05266,35.7,12.9237969011695,6.64555167744932
"mu...979",62.7086430069481,30.9749363385311,0.03982,41.3,27.0560541634626,13.9482019982788
"mu...980",62.8345239616812,30.9270592596135,0.05494,35.6,12.7544059627134,6.56210337451508
"mu...981",62.7709491418376,30.8550260171415,0.04671,41,26.0060724115649,13.3935967969633
"mu...982",62.8494084981139,31.4088189837113,0.04397,40.3,23.7118516754064,12.196787647728
"mu...983",62.6312917072316,30.6077759684432,0.03999,40,22.7916504434428,11.7642862618035
"mu...984",62.8203455835592,31.4506710933747,0.04796,41.1,26.3514589785895,13.5608056859644
"mu...985",62.8021325256406,30.893507642616,0.04249,42.8,32.977136024093,16.975388997738
"mu...986",62.6909311748808,31.2197567613211,0.0683,33.6,9.7963040554902,5.05171357676172
"mu...987",62.7809059328933,31.5827273080733,0.03028,48.1,66.3586544257655,34.1704891108301
"mu...988",62.7220763284289,31.5563620483273,0.03952,39.9,22.4929219241005,11.593288205471
"mu...989",62.7354474929319,31.3006660187073,0.04522,46.8,55.8996240200953,28.8056080947425
"mu...990",62.6504846550338,31.3787251169633,0.05134,35.9,13.2693584664849,6.84710008758289
"mu...991",62.6938059027277,30.5108846383302,0.04501,40.1,23.0943459574962,11.9086424118831
"mu...992",62.7268128399357,30.6224908021039,0.0517,37.5,16.3880889750987,8.44610064083602
"mu...993",62.7673990873521,31.6297853360593,0.04527,35.9,13.2693586817432,6.83434580489013
"mu...994",62.8441586556864,31.0907632689647,0.0369,44,38.6341817968968,19.8741250750384
"mu...995",62.9109741117674,30.8339563404408,0.03318,44.2,39.6671973523225,20.3838547718367
"mu...996",62.7795498134406,31.0870271544815,0.04767,40.3,23.7118516929899,12.2103594818036
"mu...997",62.7339399070699,30.8319485760985,0.05007,38.4,18.4542923510185,9.50990105098488
"mu...998",62.7369670285665,31.0009612733672,0.05505,34.3,10.7441374850054,5.53642194422985
"mu...999",62.7645590279862,31.3308722827984,0.06132,33.8,10.0582414521233,5.18070363263483
"mu...1000",62.7532715397998,30.8137171101767,0.03956,40,22.7916499194644,11.7414199826838
