"","G","r","eps","T4","L","M"
"mu...40",62.7458683155737,30.7711076193827,0.01067,50.8,93.5136345403736,48.1804667459529
"mu...41",62.6890715263043,31.0721569172675,0.0108,50.7,93.5136349256489,48.2241149293315
"mu...42",62.688654332255,30.6179751052046,0.0108,50.7,93.5136347969734,48.2244383328806
"mu...43",62.7092822945132,31.661096265083,0.01095,50.6,92.2879584118875,47.5767096856176
"mu...44",62.6944838673268,31.1207391930159,0.01066,50.8,93.5136345654676,48.2199541669891
"mu...45",62.6691269866461,31.7327660965279,0.01094,50.6,92.2879582902361,47.6071977444088
"mu...46",62.6912292320094,30.6370034864959,0.0108,50.7,93.513634287806,48.222453077719
"mu...47",62.8073435659306,31.3482829547907,0.01083,50.7,93.5136337775746,48.1333054171926
"mu...48",62.7967092808305,31.1499520458305,0.01097,50.6,92.287958262725,47.5104696432094
"mu...49",62.8421069061983,31.5368856816374,0.01084,50.7,93.5136342743498,48.1066767270149
"mu...50",62.7316533097592,30.9082587614632,0.01081,50.7,93.5136347447462,48.1913808274598
"mu...51",62.7017517121701,31.1699120808188,0.01095,50.6,92.2879583110995,47.5824228310693
"mu...52",62.7002221542447,31.2110458992802,0.01095,50.6,92.2879582977882,47.5835866769993
"mu...53",62.8113649574286,30.8355433164501,0.01083,50.7,93.5136343842821,48.1302241603167
"mu...54",62.6965230341682,30.8634851966293,0.0108,50.7,93.5136345403704,48.2183871691743
"mu...55",62.6888330272518,31.6379495951358,0.01066,50.8,93.5136346968041,48.2243046688424
"mu...56",62.7396642819338,31.3441834610593,0.01096,50.6,92.287958677588,47.5536679326332
"mu...57",62.6678013147824,31.4210031666249,0.01094,50.6,92.2879587296626,47.6082011564412
"mu...58",62.8003573757833,31.1547566489091,0.01097,50.6,92.287957861256,47.5077080523153
"mu...59",62.7131344083973,30.8633431410819,0.01095,50.6,92.2879586749938,47.5737857922264
"mu...60",62.7254300627209,31.1530754288037,0.01081,50.7,93.5136343136419,48.1961639517082
"mu...61",62.7816888093587,31.5798731497553,0.01097,50.6,92.2879587584385,47.5218374275004
"mu...62",62.8555483837693,31.2885685856836,0.01084,50.7,93.5136340990303,48.0963935078717
"mu...63",62.7339140978768,31.6308499090097,0.01067,50.8,93.5136342741339,48.1896433059069
"mu...64",62.7308957659776,30.7368675710081,0.01081,50.7,93.5136347598619,48.191961996165
"mu...65",62.7235326006684,30.8730887277958,0.01095,50.6,92.2879590827117,47.565899940506
"mu...66",62.7540254419251,30.803952770034,0.01096,50.6,92.2879582096538,47.5427840989056
"mu...67",62.7293358271198,31.0775750865325,0.01081,50.7,93.5136350049065,48.1931607268556
"mu...68",62.691669828057,30.8314693412291,0.0108,50.7,93.5136348954285,48.2221205757604
"mu...69",62.7151280310054,30.7044706106597,0.01095,50.6,92.2879585329377,47.5722740914072
"mu...70",62.8155893230844,31.0743880177735,0.01083,50.7,93.5136348152503,48.1269874506378
"mu...71",62.8313563554284,31.0569947082354,0.01098,50.6,92.2879582886044,47.4842741816343
"mu...72",62.6277287343444,31.1762562253401,0.01093,50.6,92.2879577319853,47.6386591991961
"mu...73",62.7729212775677,31.0241125300107,0.01082,50.7,93.5136348321897,48.1597012910531
"mu...74",62.7545388460988,31.0793612170542,0.01096,50.6,92.28795848923,47.5424004445442
"mu...75",62.7925920450129,30.6271776105485,0.01097,50.6,92.2879582752555,47.5135841297186
"mu...76",62.6363976808764,30.3640713925378,0.01093,50.6,92.2879586127383,47.6320713168019
"mu...77",62.667548490187,31.0475338846474,0.01094,50.6,92.2879576511939,47.6083899791998
"mu...78",62.7834933969282,31.2700331141058,0.01097,50.6,92.2879583869174,47.5204727291729
"mu...79",62.668225929242,31.4555254023683,0.01094,50.6,92.2879586595253,47.6078806446512
"mu...80",62.7783318446043,30.9865925908506,0.01082,50.7,93.5136343504407,48.1555508979281
"mu...81",62.8640416274063,30.7868301692645,0.01084,50.7,93.5136347361255,48.0898921956948
"mu...82",62.6668502586855,31.1184866419857,0.01094,50.6,92.287958577178,47.6089187266266
"mu...83",62.7233392792873,30.2865382046228,0.01095,50.6,92.2879581557385,47.5660450897579
"mu...84",62.7183141259956,31.1249315002264,0.01095,50.6,92.2879586257471,47.5698558166658
"mu...85",62.7455525656847,30.8439305124723,0.01067,50.8,93.5136345999033,48.1807074359284
"mu...86",62.7170442705283,30.6134712450946,0.01095,50.6,92.287959074394,47.5708183886624
"mu...87",62.7943121196555,30.6209717202713,0.01097,50.6,92.2879583095761,47.5122839615159
"mu...88",62.7852272512819,30.6773327977079,0.01068,50.8,93.5136346752887,48.1502615426464
"mu...89",62.8211620841055,31.6725549255312,0.01098,50.6,92.2879584611976,47.4919786405483
"mu...90",62.7814600910058,31.6742592453605,0.01097,50.6,92.2879577777796,47.5220111656647
"mu...91",62.7521402956867,31.3841045337997,0.01096,50.6,92.2879584118908,47.5442160898817
"mu...92",62.7231747492151,30.8935943639607,0.01095,50.6,92.2879581808731,47.5661695514003
"mu...93",62.7119814356451,31.315079810006,0.01095,50.6,92.2879586595259,47.5746635961895
"mu...94",62.8185793044151,30.9454541155245,0.01083,50.7,93.5136350049143,48.1246949116791
"mu...95",62.742415596415,30.8520763984393,0.01067,50.8,93.5136344808723,48.1831176175281
"mu...96",62.6169149949103,31.3969532660275,0.01093,50.6,92.287958612733,47.6468916043268
"mu...97",62.69228456491,31.0190937880593,0.0108,50.7,93.5136347285716,48.2216428565372
"mu...98",62.7097519111274,31.0636291640114,0.01095,50.6,92.2879583591763,47.5763541639747
"mu...99",62.754432917535,31.5437929794626,0.01096,50.6,92.2879590186235,47.5424802044986
"mu...100",62.7207458893239,31.0179338491111,0.01095,50.6,92.2879586445402,47.5680089877269
"mu...101",62.6854974265393,31.1257800033091,0.0108,50.7,93.5136340943986,48.2268654647671
"mu...102",62.7461790515919,30.7665330717229,0.01067,50.8,93.513635116643,48.1802269312602
"mu...103",62.8042854336206,31.4921320711021,0.01083,50.7,93.5136347757736,48.1356488839028
"mu...104",62.7099806251937,31.0481849585025,0.01095,50.6,92.2879582907503,47.5761792285199
"mu...105",62.7473703555422,30.8970427966136,0.01096,50.6,92.2879583037958,47.547831206265
"mu...106",62.7173634309278,31.0440117995102,0.01095,50.6,92.2879586904182,47.5705726446047
"mu...107",62.7439471501127,30.6618371139072,0.01067,50.8,93.5136342183406,48.1819407885459
"mu...108",62.6238456230234,30.8752581459535,0.01093,50.6,92.2879586775878,47.641615295057
"mu...109",62.8218757088974,30.922422512577,0.01083,50.7,93.5136349325631,48.1221683335252
"mu...110",62.7327062624626,30.88041935878,0.01081,50.7,93.5136345641382,48.1905699242631
"mu...111",62.7602719576514,31.0110444957917,0.01096,50.6,92.2879584816031,47.538048828004
"mu...112",62.7588292046033,32.062525121403,0.01082,50.7,93.513634564037,48.1705080723058
"mu...113",62.7199059300285,30.8122219238778,0.01095,50.6,92.2879582460049,47.5686468307443
"mu...114",62.7024019056263,30.613413038555,0.01066,50.8,93.5136347801753,48.2138622095345
"mu...115",62.747500497734,30.7240271798169,0.01067,50.8,93.513635023975,48.1792105650288
"mu...116",62.6958847079159,31.2575585685268,0.01066,50.8,93.5136352407887,48.2188770667473
"mu...117",62.6562111392973,31.5981824795525,0.01094,50.6,92.2879588564256,47.6170029385193
"mu...118",62.6809205605076,31.224884107724,0.0108,50.7,93.5136347956548,48.2303840955851
"mu...119",62.7600866372567,30.8366465707128,0.01096,50.6,92.2879581771905,47.5381935792257
"mu...120",62.6459635693416,30.2046561113771,0.01093,50.6,92.287958676618,47.6247984905914
"mu...121",62.6303676184747,31.0674052769897,0.01093,50.6,92.2879582674396,47.636651853693
"mu...122",62.6953224889599,30.9990073167775,0.01066,50.8,93.513634463661,48.2193061426982
"mu...123",62.7615910503462,31.2150152802847,0.01082,50.7,93.5136344103736,48.1683949566477
"mu...124",62.7445457580827,30.8807120832889,0.01067,50.8,93.5136342839269,48.1814796761456
"mu...125",62.6698347021609,31.1815264068891,0.01094,50.6,92.287958436161,47.6066573760292
"mu...126",62.6612368807805,31.414343096909,0.01094,50.6,92.2879582018286,47.6131848289663
"mu...127",62.6184425006172,31.7712614103811,0.01093,50.6,92.2879581098912,47.6457239483862
"mu...128",62.7852669892317,31.756621451639,0.01097,50.6,92.2879580195404,47.5191311374416
"mu...129",62.6086179034223,30.7882512890481,0.01078,50.7,93.5136347969731,48.2860865844511
"mu...130",62.6981717629158,30.8640001716874,0.01066,50.8,93.5136346796914,48.2171164135714
"mu...131",62.7979302101497,31.4386879120417,0.01097,50.6,92.2879575732731,47.5095459054777
"mu...132",62.7654681475531,31.1242616891008,0.01082,50.7,93.5136345228967,48.1654210535994
"mu...133",62.7849292647227,31.207361341796,0.01097,50.6,92.2879584298535,47.5193800084481
"mu...134",62.676497318547,30.7542464718251,0.01094,50.6,92.2879583024741,47.6015976961269
"mu...135",62.8445760245394,31.1930931191726,0.01098,50.6,92.2879581845192,47.474281649596
"mu...136",62.7333098069544,30.8202494735784,0.01081,50.7,93.5136345014512,48.1901083148435
"mu...137",62.693947600725,30.9955763316021,0.0108,50.7,93.5136349438135,48.2203666650656
"mu...138",62.7771559871166,30.6681450197594,0.01082,50.7,93.5136346445832,48.1564541316341
"mu...139",62.7090933726589,31.2438654267668,0.01095,50.6,92.2879581567017,47.5768472179266
"mu...140",62.7297481863202,31.4173459574563,0.01081,50.7,93.5136345586262,48.1928387844162
"mu...141",62.6541749967589,31.5964628575933,0.01094,50.6,92.2879582080371,47.6185560229666
"mu...142",62.8166667235151,31.3484285951008,0.01083,50.7,93.5136355380887,48.1261642374446
"mu...143",62.6819107734677,31.0348348403514,0.0108,50.7,93.5136345320583,48.2296263845615
"mu...144",62.7617874299064,31.1316764946211,0.01096,50.6,92.2879586007042,47.5369064970196
"mu...145",62.7624725756078,30.9580382412876,0.01096,50.6,92.2879589911096,47.53638426512
"mu...146",62.8319976732094,31.1455837769352,0.01098,50.6,92.2879578596178,47.4837868380737
"mu...147",62.7507035445323,30.8788422814959,0.01096,50.6,92.2879584047184,47.5452985133981
"mu...148",62.6917533497532,31.2334771380215,0.01066,50.8,93.5136345108542,48.2220525533542
"mu...149",62.8348275625501,30.6223480502788,0.01098,50.6,92.2879582706286,47.481649811844
"mu...150",62.6440329100278,31.1865117538004,0.01079,50.7,93.5136344636562,48.2587855278887
"mu...151",62.7595935054455,30.8815056393026,0.01096,50.6,92.2879579970245,47.5385696462743
"mu...152",62.7441019176716,31.144797381713,0.01096,50.6,92.287958237174,47.5503093148853
"mu...153",62.7643262033407,31.2979033125726,0.01082,50.7,93.5136346752869,48.1662959842508
"mu...154",62.7696942573751,30.802157148713,0.01082,50.7,93.5136345999009,48.1621767771422
"mu...155",62.7898571639625,31.6545830269268,0.01097,50.6,92.2879581525922,47.5156518156012
"mu...156",62.7927021691066,31.0621313521271,0.01097,50.6,92.2879583464128,47.5135028758023
"mu...157",62.8031734732862,31.2451412849632,0.01083,50.7,93.5136343317874,48.1365002189258
"mu...158",62.776599810552,31.3344615739807,0.01068,50.8,93.5136346552956,48.1568809798036
"mu...159",62.7930271835489,30.9891072202815,0.01097,50.6,92.2879586841726,47.5132583931549
"mu...160",62.7626552828769,31.2799771481683,0.01082,50.7,93.5136347556647,48.1675762722662
"mu...161",62.6370163116196,30.975055506018,0.01093,50.6,92.2879585706065,47.6315982387524
"mu...162",62.80839178283,31.3537538904389,0.01083,50.7,93.5136348699978,48.1325024675422
"mu...163",62.6871625663727,30.915303776794,0.0108,50.7,93.5136341948712,48.2255831351048
"mu...164",62.7571575034209,31.0970396339022,0.01096,50.6,92.2879583785392,47.540409276123
"mu...165",62.7244611071436,31.1019958491254,0.01081,50.7,93.5136340586565,48.1969082350902
"mu...166",62.7738799336399,30.7677443647814,0.01082,50.7,93.5136342754632,48.1589670366162
"mu...167",62.6965508441261,30.9731592979153,0.01066,50.8,93.5136351583553,48.2183681055103
"mu...168",62.6395587457744,30.6039578893394,0.01093,50.6,92.2879587686075,47.6296650398856
"mu...169",62.6691526223696,31.6472282579865,0.01094,50.6,92.2879587531422,47.6071713935955
"mu...170",62.7351342018015,30.9604101131652,0.01081,50.7,93.5136347561256,48.1887046403557
"mu...171",62.7851532080846,31.2495791444191,0.01097,50.6,92.2879579970243,47.5192167954464
"mu...172",62.7355839411582,31.1516854651743,0.01067,50.8,93.5136344106886,48.1883657248132
"mu...173",62.7355547644015,31.1554833725803,0.01067,50.8,93.5136343243432,48.1883859189043
"mu...174",62.7636051355987,31.2096991868168,0.01082,50.7,93.5136342306341,48.1668509434465
"mu...175",62.811470662285,31.1432000519978,0.01083,50.7,93.5136349963089,48.1301458265733
"mu...176",62.6425205244714,31.4432175391673,0.01079,50.7,93.5136346074468,48.2599536937004
"mu...177",62.7276964559565,31.0871998848684,0.01081,50.7,93.5136347003825,48.1944212962814
"mu...178",62.7300682828195,30.9290369163668,0.01081,50.7,93.5136350007146,48.1925987191505
"mu...179",62.6843196557842,30.8794483778641,0.0108,50.7,93.5136348607948,48.2277691902324
"mu...180",62.6622662831337,31.1674917221998,0.01094,50.6,92.2879584869215,47.612403567383
"mu...181",62.7356064801066,31.3723703142288,0.01067,50.8,93.5136347757579,48.1883447319059
"mu...182",62.8490606091557,31.5743582175476,0.01084,50.7,93.5136346820665,48.1013573178927
"mu...183",62.6500374781737,31.0093615217575,0.01079,50.7,93.5136347003764,48.2541615556763
"mu...184",62.794387827688,30.9330817589577,0.01097,50.6,92.287958351728,47.5122312079476
"mu...185",62.5970436098991,31.1862680594751,0.01078,50.7,93.5136347003713,48.2950129207073
"mu...186",62.6955373526714,30.8994942965807,0.0108,50.7,93.5136351606156,48.2191458442606
"mu...187",62.7783834987648,30.8528916223146,0.01082,50.7,93.5136346742987,48.1555088050484
"mu...188",62.6891721681116,31.2566129624711,0.0108,50.7,93.5136346108083,48.2240392928236
"mu...189",62.7242757282162,31.0493420483784,0.01081,50.7,93.5136343504403,48.1970516093357
"mu...190",62.730370905439,30.7430972124801,0.01081,50.7,93.5136344891657,48.1923649438151
"mu...191",62.7472259908955,31.178072334857,0.01096,50.6,92.2879583111033,47.5479388148914
"mu...192",62.8929793674793,31.3149993850437,0.01085,50.7,93.5136351309051,48.0677653882979
"mu...193",62.6719459301254,31.6107960433365,0.01094,50.6,92.2879584139189,47.6050444952878
"mu...194",62.7548612412902,31.2861961166977,0.01096,50.6,92.2879584680866,47.5421569141832
"mu...195",62.7057430896644,31.1270468187541,0.01095,50.6,92.2879581808722,47.5793925391652
"mu...196",62.6783445813814,31.5919998725754,0.0108,50.7,93.5136350049063,48.232367718004
"mu...197",62.8586341129394,30.5553958433065,0.01084,50.7,93.5136345602632,48.0940304629616
"mu...198",62.6462953380316,30.9179311818502,0.01079,50.7,93.513634795648,48.2570415023211
"mu...199",62.7304097634549,31.1976829066158,0.01081,50.7,93.5136347003773,48.1923367205866
"mu...200",62.8025064919003,30.8139633138398,0.01097,50.6,92.2879582198266,47.5060828280064
"mu...201",62.5780918462653,31.0695967697392,0.01092,50.6,92.2879585856414,47.6764470970194
"mu...202",62.809602219814,30.9608000964136,0.01083,50.7,93.5136347788473,48.1315688671302
"mu...203",62.7574512821379,30.8109399007399,0.01096,50.6,92.2879581934571,47.5401971889738
"mu...204",62.7451981515375,31.1313992933286,0.01096,50.6,92.2879583524684,47.5494755177659
"mu...205",62.6621668025902,30.9377561809878,0.01094,50.6,92.2879581845096,47.612479021559
"mu...206",62.7310269333487,30.6443598712175,0.01081,50.7,93.5136346982129,48.1918600601342
"mu...207",62.7397728142912,31.3961109364961,0.01096,50.6,92.2879583558388,47.553590062765
"mu...208",62.7229983023751,31.5413063583476,0.01081,50.7,93.5136348160383,48.1980369205736
"mu...209",62.7988421190745,30.8835565761576,0.01097,50.6,92.2879587890195,47.5088594881225
"mu...210",62.7790936999263,31.5179184841047,0.01068,50.8,93.5136342502785,48.1549703011454
"mu...211",62.6998391253292,31.6399688290461,0.01095,50.6,92.2879581583399,47.5838720597625
"mu...212",62.7057774641159,31.2648831350962,0.01095,50.6,92.2879585104408,47.579369416872
"mu...213",62.6679446649729,31.0344474209883,0.01094,50.6,92.2879588240679,47.6080922769184
"mu...214",62.7440051599461,30.76122963763,0.01067,50.8,93.5136351224944,48.1818930362711
"mu...215",62.7689573414336,30.9333277095764,0.01082,50.7,93.5136349143608,48.1627410292821
"mu...216",62.7674589638503,30.6938694352942,0.01096,50.6,92.2879586445443,47.5326077147835
"mu...217",62.708899424691,31.1904043244289,0.01095,50.6,92.2879585510064,47.5769951149063
"mu...218",62.8138926363983,31.2797730748588,0.01083,50.7,93.5136342634394,48.1282850671784
"mu...219",62.6617421672094,30.8985340180679,0.01094,50.6,92.2879580212908,47.6128054184367
"mu...220",62.8202630657194,31.3702325441039,0.01069,50.8,93.513634770561,48.1234049299496
"mu...221",62.7677798979427,31.1521042983502,0.01082,50.7,93.513635293031,48.1636470416179
"mu...222",62.6924560227439,30.9751479407815,0.0108,50.7,93.5136351411526,48.221513685395
"mu...223",62.7037619708065,31.1346496270307,0.01095,50.6,92.2879582080412,47.5808986316895
"mu...224",62.7031653426368,31.1153890946852,0.01095,50.6,92.2879583228799,47.5813458373745
"mu...225",62.6857100904252,30.7572419840638,0.0108,50.7,93.5136345602586,48.226702058975
"mu...226",62.7596736792387,31.022738125355,0.01096,50.6,92.2879577326543,47.5385116124602
"mu...227",62.7369757406993,31.3151633991916,0.01067,50.8,93.5136344482194,48.1872881915975
"mu...228",62.7850586510733,31.0951149060069,0.01068,50.8,93.5136343490749,48.1503903523302
"mu...229",62.7579051430507,31.081952011559,0.01096,50.6,92.2879582251385,47.5398486668193
"mu...230",62.7035157274032,30.7132266450094,0.01066,50.8,93.5136348105169,48.2130088963242
"mu...231",62.7621748965667,31.4569097660167,0.01082,50.7,93.513634076923,48.1679456630335
"mu...232",62.7640269920163,30.8478456893204,0.01096,50.6,92.2879585574997,47.5352147053407
"mu...233",62.8171420004451,31.0400843791035,0.01083,50.7,93.5136342809069,48.1257958508674
"mu...234",62.6244538293673,30.9918563651107,0.01093,50.6,92.2879580139995,47.641157875853
"mu...235",62.6921178187399,30.7930558118166,0.0108,50.7,93.5136343287484,48.2217727308723
"mu...236",62.6830474186041,31.3446125497303,0.0108,50.7,93.5136348399144,48.2287542101395
"mu...237",62.6510812211487,30.5174690348592,0.01079,50.7,93.5136345403685,48.2533607225533
"mu...238",62.7162397502524,30.7744901994497,0.01095,50.6,92.2879582494076,47.5714321391926
"mu...239",62.761723681669,30.8411423652399,0.01096,50.6,92.2879582469993,47.5369503665363
"mu...240",62.7737058518087,30.0710068708528,0.01096,50.6,92.2879585430903,47.5278746793685
"mu...241",62.7112942508711,31.4979561763871,0.01095,50.6,92.2879588169947,47.5751790596492
"mu...242",62.8346135140631,31.1923609242002,0.01098,50.6,92.2879581620259,47.481810194319
"mu...243",62.7988927589441,31.1113594030983,0.01097,50.6,92.2879581845162,47.508816975304
"mu...244",62.7166267897103,30.9882648566375,0.01095,50.6,92.2879585061747,47.5711348643472
"mu...245",62.7321522041858,30.8398728163898,0.01081,50.7,93.5136350478153,48.1910004284552
"mu...246",62.8210884749102,31.4150005031089,0.01069,50.8,93.5136338519696,48.1227741696129
"mu...247",62.7431902444044,31.0724448455001,0.01096,50.6,92.287957786968,47.550993663322
"mu...248",62.7986724839102,30.9650641020948,0.01097,50.6,92.2879578965445,47.5089803614948
"mu...249",62.6687892578444,30.725617266555,0.01094,50.6,92.2879584039803,47.6074490239761
"mu...250",62.6946465811961,31.2614845891797,0.01066,50.8,93.513634771885,48.2198304495543
"mu...251",62.6035432987103,30.9270797552672,0.01078,50.7,93.5136344404709,48.2900021330937
"mu...252",62.7294674033539,30.6270810111093,0.01081,50.7,93.5136350495935,48.1930615814962
"mu...253",62.7372384633319,31.0525710472189,0.01067,50.8,93.513634293321,48.1870920751467
"mu...254",62.6303413885783,31.6184937738448,0.01093,50.6,92.2879583843688,47.6366706811095
"mu...255",62.6670618358235,30.8467878901478,0.01094,50.6,92.2879583945709,47.6087641583516
"mu...256",62.6993428042813,30.9079837777808,0.01066,50.8,93.5136349067983,48.2162170186503
"mu...257",62.7319176901159,30.9240135703782,0.01081,50.7,93.5136342572396,48.1911755688039
"mu...258",62.7404131784804,30.797293717063,0.01067,50.8,93.5136345654613,48.1846546021566
"mu...259",62.6957395391265,30.6669103277162,0.0108,50.7,93.5136348066348,48.2189919127557
"mu...260",62.6947654954848,30.8067158981004,0.0108,50.7,93.5136344493319,48.2197357163439
"mu...261",62.8081818559465,31.1974043598593,0.01083,50.7,93.5136347721983,48.1326683244422
"mu...262",62.733550902505,30.9372890819602,0.01081,50.7,93.513634098284,48.1899208842191
"mu...263",62.6975417524919,31.0295228667163,0.01066,50.8,93.5136338879794,48.2175995556555
"mu...264",62.71856416462,31.1044775302024,0.01095,50.6,92.2879582078162,47.5696693953713
"mu...265",62.8389165683833,30.947636520215,0.01098,50.6,92.2879583534652,47.4785581201183
"mu...266",62.8476825965163,30.7779983637452,0.01098,50.6,92.2879585839224,47.471933398996
"mu...267",62.7400731853267,31.3378226274416,0.01096,50.6,92.2879583281996,47.5533591488548
"mu...268",62.6718690613706,31.0728247843107,0.01094,50.6,92.287958539221,47.6051107653512
"mu...269",62.693064512297,31.4663802218992,0.01066,50.8,93.5136348874766,48.2210451950053
"mu...270",62.6839623406496,30.9802765345875,0.0108,50.7,93.5136348356993,48.2280454288412
"mu...271",62.7585065215735,31.2178302559625,0.01096,50.6,92.2879589452101,47.5393934377535
"mu...272",62.7302595067023,30.9753329382632,0.01081,50.7,93.5136345248333,48.1924531567833
"mu...273",62.6965239564779,31.401296087653,0.01095,50.6,92.2879581633435,47.5863958624757
"mu...274",62.8418975929099,31.2433415828571,0.01098,50.6,92.2879587683278,47.4763060675133
"mu...275",62.7020711613482,31.7018278961252,0.01095,50.6,92.2879583755933,47.5821733634089
"mu...276",62.6777626456011,30.8966442873725,0.01094,50.6,92.2879586074409,47.6006340429116
"mu...277",62.736744558072,31.2304135888105,0.01067,50.8,93.5136342809064,48.1874692916283
"mu...278",62.6951381199527,30.9702329857588,0.0108,50.7,93.5136349876807,48.2194524722813
"mu...279",62.7879186229026,31.2114497542709,0.01097,50.6,92.2879583534557,47.5171214132943
"mu...280",62.7665609005604,31.1120826030104,0.01082,50.7,93.5136351224983,48.1645784301396
"mu...281",62.7692334612724,30.4317028151991,0.01096,50.6,92.2879578630285,47.5312714282483
"mu...282",62.7108088911477,31.1101723323766,0.01095,50.6,92.2879579540554,47.5755504526886
"mu...283",62.8545348490742,31.388509957991,0.01084,50.7,93.5136344634729,48.0971738608476
"mu...284",62.6993256726509,31.0338018570428,0.01066,50.8,93.5136344636614,48.2162274693995
"mu...285",62.7131065214888,31.1690984110186,0.01095,50.6,92.2879591715928,47.5738054637993
"mu...286",62.7708237867349,31.7305330538296,0.01068,50.8,93.5136346422043,48.161312644292
"mu...287",62.8114157868291,30.9764047038465,0.01083,50.7,93.5136347361315,48.1301837728254
"mu...288",62.8073744614015,30.8941941415074,0.01097,50.6,92.2879582653081,47.5024002509092
"mu...289",62.7830980615562,31.0434499009405,0.01068,50.8,93.513634915091,48.1518904030501
"mu...290",62.6643082130453,31.2784569091865,0.01094,50.6,92.2879581845152,47.6108519732473
"mu...291",62.8307549089348,30.8321211255921,0.01069,50.8,93.5136346965014,48.115373283837
"mu...292",62.7831732579773,30.9361000206639,0.01068,50.8,93.5136343910634,48.1518363381693
"mu...293",62.7043573643054,30.451127068686,0.01066,50.8,93.5136339981259,48.2123606727667
"mu...294",62.7305942798348,30.9847806940756,0.01081,50.7,93.5136344106817,48.1921986810409
"mu...295",62.7082722610285,30.8929262368351,0.01095,50.6,92.2879585885666,47.5774675727893
"mu...296",62.7557941290411,31.0971728817086,0.01096,50.6,92.2879585559255,47.5414478791547
"mu...297",62.6722873766376,30.8180135520697,0.01094,50.6,92.2879583971656,47.6047886907197
"mu...298",62.7809768719802,30.8511245105773,0.01082,50.7,93.5136346742811,48.1535195844315
"mu...299",62.7534852569111,30.8133710447579,0.01096,50.6,92.2879584414347,47.5431943475493
