"","lambda","eps","T4","L","M"
"time...28",0.0414723591402139,0.01083,45.8,90.4930844158741,46.0273106947998
"time...29",0.0400569432806328,0.01099,51.8,90.775902581687,47.1136583869499
"time...30",0.0410745577588174,0.01079,46.8,90.7455514481551,46.4683372881951
"time...31",0.0402093099410307,0.01106,50.7,90.9529545742938,47.1263558454679
"time...32",0.0399418452953534,0.01081,53,94.0166932575684,48.838717034589
"time...33",0.0415538333556935,0.0108,44.8,90.0376152148278,45.8118738322988
"time...34",0.0409901257577311,0.01115,47.6,89.7121013012671,45.9326026365933
"time...35",0.0397158582364617,0.01088,54,93.6075130037454,48.797012206046
"time...36",0.0413257069019206,0.01095,45.7,90.4501492519271,46.1551373855633
"time...37",0.0393500623132673,0.01121,55.9,90.3653646944236,47.3536363664525
"time...38",0.0398792695019811,0.01079,53,94.0246266936116,48.9134621724151
"time...39",0.0404864215627138,0.01089,49.8,91.0456632390566,46.9648299266225
"time...40",0.0394560110837392,0.01095,55,93.1399213637611,48.7662510054048
"time...41",0.040371752384426,0.01111,50.7,90.9532886606674,46.9519960258821
"time...42",0.0400408670783918,0.01127,51.6,89.6125586416451,46.5270615622866
"time...43",0.0393427076490233,0.01081,56.2,94.8227968215162,49.6980172868654
"time...44",0.0393685542374725,0.01095,56.1,93.6804809547361,49.0695506367917
"time...45",0.0398183626083535,0.01077,53,94.03235019908,48.986428459937
"time...46",0.0407751768408293,0.01102,48.7,91.0569732543109,46.7544691460812
"time...47",0.0397283531879076,0.01075,54.1,94.7784294429447,49.3930806410214
"time...48",0.0400571581905771,0.01099,51.8,90.7758904193892,47.1134184816736
"time...49",0.0423771980273458,0.0106,42,92.3793093046665,46.484809058991
"time...50",0.0420910170662231,0.01104,42.7,88.8913967043167,44.9016943232583
"time...51",0.0404392121304029,0.01102,49.7,91.0427269505376,47.0137432369378
"time...52",0.0418200187255562,0.01083,43.8,89.5229348921575,45.3849235953116
"time...53",0.0400285683465561,0.01098,51.8,90.7775672555869,47.1452754137949
"time...54",0.0406932463132541,0.0107,48.9,93.5648173826575,48.1310344188614
"time...55",0.0413789494865009,0.01065,45.9,93.116937570305,47.4598938935285
"time...56",0.0406309560170329,0.01083,48.8,91.0394414241023,46.8979275920698
"time...57",0.0391303028472734,0.01091,57.2,94.1653400349436,49.5217942306717
"time...58",0.0406083684085749,0.01097,48.7,91.0366946124611,46.9204893031674
"time...59",0.0398828376848083,0.01079,53,94.0241751653935,48.9091869295086
"time...60",0.0420104174547937,0.01102,42.7,88.8552504149025,44.9622039699976
"time...61",0.0409484703815802,0.01083,47.8,90.9601471996149,46.6151049962035
"time...62",0.041607931701059,0.0105,45,94.1247034325124,47.8343629535036
"time...63",0.0405449908296335,0.01076,49.9,93.5201347253166,48.1771677853899
"time...64",0.0418385501529329,0.011,43.7,89.5303230295236,45.3702616678239
"time...65",0.0401095710129709,0.01115,51.7,90.7728156418896,47.0551242727191
"time...66",0.0396660717986618,0.011,53.9,91.3133995988143,47.6561965657147
"time...67",0.0402815901873359,0.01094,50.8,90.9531034572129,47.0486011847294
"time...68",0.0395767535480152,0.01097,53.9,91.329854369076,47.7639904518237
"time...69",0.0404147177428925,0.01072,49.9,93.5119287876684,48.3157333135923
"time...70",0.0401642907936934,0.01117,51.7,90.7696046217824,46.9944195031122
"time...71",0.0401175761120585,0.01101,51.8,90.7723459366563,47.0462250886704
"time...72",0.0401630868785527,0.01117,51.7,90.7696756559085,46.9957586285381
"time...73",0.0402636525359328,0.01079,50.9,93.3758790979623,48.3216647435187
"time...74",0.0403912943910796,0.01086,49.8,91.0397456201014,47.0634982124687
"time...75",0.0397140924211097,0.01088,54,93.6078494324357,48.7991866271787
"time...76",0.0404300732860578,0.01087,49.8,91.0421587156181,47.0232216148385
"time...77",0.0407105125484121,0.01056,49,94.8518789359184,48.774096953299
"time...78",0.0393462654317867,0.01121,55.9,90.3665350345451,47.3584647430901
"time...79",0.0401176070170915,0.01101,51.8,90.7723440358865,47.0461921502544
"time...80",0.0384329138429168,0.01094,61.6,95.0751138627186,50.5350318333316
"time...81",0.0422779060195501,0.01074,41.9,90.8942315579003,45.8356904359426
"time...82",0.0404452557128369,0.01102,49.7,91.0431028418178,47.0074694440705
"time...83",0.0401282528812882,0.0113,51.6,89.6075547191708,46.4311551202424
"time...84",0.0408359985779176,0.01095,47.7,90.9399108149165,46.7226035818163
"time...85",0.0410964370469863,0.01095,46.7,90.7507375957452,46.4482865620178
"time...86",0.0396938627628435,0.01101,53.9,91.3082805253277,47.6227579491386
