"","G","r","eps","T3","L","M"
"mu...202",62.7809175918891,30.9833526992059,0.00162,6,0.257077205405483,0.132222081217069
"mu...203",62.6091232888268,31.1546914493645,0.00162,6,0.257077209741843,0.132584887081198
"mu...204",62.7934942262125,31.1356166068334,0.00153,6.1,0.26045403203564,0.133953822371503
"mu...205",62.6783123929684,31.1189028496213,0.00162,6,0.257077204337863,0.132438530763102
"mu...206",62.5714727665677,31.1175076364337,0.00162,6,0.257077216275412,0.13266466456411
"mu...207",62.7854075370416,31.2065666657721,0.00153,6.1,0.260454024745725,0.133971076835396
"mu...208",62.6794014321834,31.3285496090967,0.00153,6.1,0.260454018546388,0.134197656030798
"mu...209",62.751910953516,30.7473620824386,0.00162,6,0.257077225797545,0.132283195684047
"mu...210",62.927534169423,31.0818432870671,0.00161,6,0.257077205669009,0.131914013341695
"mu...211",62.6561774301059,31.2193983485195,0.00162,6,0.257077227413101,0.132485313404754
"mu...212",62.6995580224372,31.2471681052299,0.00153,6.1,0.260454035790368,0.134154510444448
"mu...213",62.7286744316644,31.1750044094714,0.00162,6,0.25707722217747,0.132332198060229
"mu...214",62.6774685083509,31.0506723447818,0.00162,6,0.257077220331447,0.132440310530923
"mu...215",62.7041140132468,30.9910621015353,0.00162,6,0.2570772214988,0.132384030983755
"mu...216",62.7050908894427,30.987324847675,0.00162,6,0.257077209827398,0.13238197130733
"mu...217",62.7434355422069,31.0939384116161,0.00162,6,0.257077225859549,0.132301064574103
"mu...218",62.7585039009254,31.1397226509569,0.00162,6,0.257077216580382,0.132269301131058
"mu...219",62.6699275016687,31.4187039227734,0.00161,6,0.257077224179644,0.132456245991681
"mu...220",62.7804088031954,30.8621015739035,0.00162,6,0.2570772085485,0.132223152242852
"mu...221",62.6687914049297,31.2331611982362,0.00162,6,0.257077214386934,0.132458649627293
"mu...222",62.7496764290862,30.7351195107359,0.00162,6,0.257077210861963,0.132287909366581
"mu...223",62.6953944829646,30.9801581080412,0.00162,6,0.257077227361949,0.132402441537723
"mu...224",62.6204742841749,31.2015607081644,0.00162,6,0.257077206440517,0.132560854571257
"mu...225",62.7763999760291,30.8032611388817,0.00162,6,0.257077226990616,0.132231591965035
"mu...226",62.8318214809164,30.9664055911604,0.00162,6,0.257077211465413,0.132114958952363
"mu...227",62.7354422652931,30.8868561192265,0.00162,6,0.257077219263709,0.132317922885686
"mu...228",62.7400410754742,30.89765676389,0.00162,6,0.25707721604659,0.132308224535807
"mu...229",62.8007981323758,31.2937525165313,0.00161,6,0.257077200487096,0.13218022553359
"mu...230",62.6897423500947,30.7085026738152,0.00162,6,0.257077196418961,0.132414385429162
"mu...231",62.7527473777936,31.7556497332747,0.00161,6,0.257077209827175,0.132281436109527
"mu...232",62.8107076967641,30.821384595979,0.00162,6,0.257077203608083,0.132159370765982
"mu...233",62.7250321026189,30.9307026690897,0.00162,6,0.257077204399959,0.132339886116157
"mu...234",62.6874702101632,31.2966524701027,0.00153,6.1,0.260454039818881,0.13418037808282
"mu...235",62.6723215639236,30.6838457642739,0.00162,6,0.257077204566992,0.132451190544561
"mu...236",62.8081329117839,31.1256972395659,0.00153,6.1,0.260453999535085,0.133922608809701
"mu...237",62.7156379525532,31.3786340453552,0.00161,6,0.25707723711964,0.132359702469705
"mu...238",62.6794994499475,30.9848171927968,0.00162,6,0.257077225832154,0.132436017990684
"mu...239",62.6484387810243,30.6435982265206,0.00162,6,0.257077236438456,0.132501676492162
"mu...240",62.7780790903463,31.5276508160156,0.00161,6,0.257077209584408,0.132228058888445
"mu...241",62.7042108520068,31.7267070943158,0.00161,6,0.25707720280805,0.132383830412216
"mu...242",62.740445975434,30.7051529564646,0.00162,6,0.257077210298889,0.132307371815954
"mu...243",62.7673216145774,31.2064068249826,0.00153,6.1,0.260454006143391,0.134009683708961
"mu...244",62.7164516140966,31.2248234345396,0.00153,6.1,0.260454004434479,0.134118380726538
"mu...245",62.68512019415,31.2348321054033,0.00162,6,0.257077216723508,0.132424145119442
"mu...246",62.6481739281544,30.4636231557521,0.00162,6,0.25707721430814,0.132502241668975
"mu...247",62.6850531195696,31.2783768310969,0.00153,6.1,0.26045403318975,0.13418555356806
"mu...248",62.6692277814311,31.0258747060539,0.00162,6,0.257077203994104,0.132457729366389
"mu...249",62.6894253112714,30.5392068443823,0.00162,6,0.257077227413178,0.13241504866815
"mu...250",62.6427374433754,31.087011785047,0.00162,6,0.257077212655457,0.132513741215342
"mu...251",62.7843276216083,30.8477371952863,0.00162,6,0.257077226515815,0.132214895703953
"mu...252",62.6552993896474,31.394743798163,0.00153,6.1,0.260454010050253,0.13424928040676
"mu...253",62.7083080006944,31.4363042182311,0.00161,6,0.257077225797312,0.132375176126953
"mu...254",62.7493096949897,30.6988806899487,0.00162,6,0.257077216580346,0.132288681602333
"mu...255",62.6745740381113,31.0053575352228,0.00162,6,0.257077218852695,0.132446427156833
"mu...256",62.6549525627932,31.4285954549555,0.00161,6,0.257077227413193,0.132487903414352
"mu...257",62.6919324368403,31.2761121509499,0.00153,6.1,0.260454016177111,0.134170832912356
"mu...258",62.7429846245528,31.3729293307892,0.00161,6,0.257077233828832,0.132302013613387
"mu...259",62.6474798396776,31.1775082481804,0.00162,6,0.257077206054483,0.132503711234804
"mu...260",62.720478599877,30.9604281020826,0.00162,6,0.257077204400145,0.132349493983398
"mu...261",62.7993670092683,31.5636647894828,0.00161,6,0.257077213511184,0.13218323470179
"mu...262",62.6050815121677,31.2616740918228,0.00162,6,0.257077213004468,0.132593446154272
"mu...263",62.7438184136047,30.8309680441619,0.00162,6,0.257077211054374,0.132300260309305
"mu...264",62.6621921001374,31.2722888529043,0.00162,6,0.257077205624862,0.13247260126411
"mu...265",62.8519593389248,31.0465985660751,0.00153,6.1,0.260454034925466,0.133829217512916
"mu...266",62.6739256668959,30.8164210037568,0.00162,6,0.257077211539016,0.132447799165645
"mu...267",62.6828885488179,31.003559356807,0.00162,6,0.257077210008905,0.132428860943752
"mu...268",62.7071242013825,30.8554459552623,0.00162,6,0.257077221729247,0.132377675855922
"mu...269",62.6656425587042,31.1369480732983,0.00162,6,0.257077208882309,0.132465306156187
"mu...270",62.7464037431997,30.8514008465778,0.00162,6,0.257077209293416,0.132294809562619
"mu...271",62.7242894723771,31.3410203339173,0.00161,6,0.257077202800793,0.132341453172764
"mu...272",62.697033001661,31.0794310548991,0.00162,6,0.257077216275482,0.132398983627155
"mu...273",62.6276073598133,31.1679197833046,0.00162,6,0.25707720414603,0.132545756588018
"mu...274",62.8141729145983,30.7898629544457,0.00162,6,0.25707722441083,0.132152075788615
"mu...275",62.6780510026826,30.8537324928135,0.00162,6,0.25707720433787,0.132439083079978
"mu...276",62.6575191603319,31.5144473337075,0.00161,6,0.257077203113066,0.132482481463543
"mu...277",62.8329810991819,30.8200319615983,0.00162,6,0.257077220945372,0.132112518662107
"mu...278",62.7514204763936,31.0008180096957,0.00162,6,0.257077187409073,0.132284237577096
"mu...279",62.7755079422909,30.9158722778115,0.00162,6,0.257077208202005,0.132233474799037
"mu...280",62.7975160974677,31.2900972929098,0.00161,6,0.257077215827197,0.132187130226872
"mu...281",62.6359727791885,31.0961247405601,0.00162,6,0.257077222115358,0.132528050568529
"mu...282",62.6316782003265,31.2599436556829,0.00162,6,0.257077212436147,0.132537139885358
"mu...283",62.8281894445906,30.768868180927,0.00162,6,0.257077215147003,0.13212259548065
"mu...284",62.877574184105,30.9521014844015,0.00162,6,0.257077202569779,0.132018827368553
"mu...285",62.7492928420051,31.0571382705277,0.00162,6,0.257077217569445,0.132288716688546
"mu...286",62.7918805247828,30.8415540020915,0.00162,6,0.25707719890868,0.132198997889773
"mu...287",62.7008833821133,31.597201998364,0.00161,6,0.257077198617913,0.132390856847795
"mu...288",62.7115872805911,31.266846105126,0.00153,6.1,0.260454022227831,0.134128780104794
"mu...289",62.7672553717501,30.7141040317872,0.00162,6,0.257077206264632,0.132250861536751
"mu...290",62.9222695928393,30.8701197753308,0.00162,6,0.257077226878894,0.131925045788123
"mu...291",62.7848365481658,31.9076561464385,0.00161,6,0.257077219300666,0.132213825325779
"mu...292",62.7442557066212,31.3378117824785,0.00161,6,0.257077221061116,0.132299336353891
"mu...293",62.7593579894294,31.1380460691242,0.00162,6,0.257077205975933,0.132267503092312
"mu...294",62.7830092184255,31.1467481912577,0.00153,6.1,0.260454016585713,0.133976196437851
"mu...295",62.765924624654,30.919754066758,0.00162,6,0.257077220227044,0.132253661928526
"mu...296",62.7181088703123,31.4625120223004,0.00161,6,0.25707720010103,0.132354495437501
"mu...297",62.8082980085379,31.4934656635879,0.00161,6,0.257077236655095,0.132164434238281
"mu...298",62.7589679878441,31.35924367174,0.00161,6,0.257077238016786,0.132268318313413
"mu...299",62.7258706861817,31.3615460194623,0.00161,6,0.257077187819743,0.13233812031193
"mu...300",62.7553571628163,30.8372730170137,0.00162,6,0.257077216466881,0.132275933472249
"mu...301",62.7921762579059,30.8257144607353,0.00162,6,0.257077220675192,0.13219837053275
"mu...302",62.7794571048495,31.3251055330767,0.00161,6,0.257077218880044,0.132225154385908
"mu...303",62.7798616809584,30.9088429725366,0.00162,6,0.257077193542284,0.132224307720265
"mu...304",62.7784415411211,30.8352999221093,0.00162,6,0.257077194850479,0.132227298542839
"mu...305",62.7876849922685,31.0148988595171,0.00162,6,0.257077225411517,0.132207825638596
"mu...306",62.7078517750641,30.5115956941946,0.00162,6,0.257077222191391,0.132376140055869
"mu...307",62.7940255210527,31.5243070495188,0.00161,6,0.257077221868195,0.132194477182712
"mu...308",62.8557440391716,30.7825213057552,0.00162,6,0.257077208801392,0.132064676865204
