"","lambda","eps","T3","L","M"
"time...40",0.0417462736783458,0.00143,5.9,0.306105284079332,0.155281196020137
"time...41",0.0408051456912426,0.00145,6.1,0.273136581216897,0.140019552805435
"time...42",0.0383468400245725,0.002,6,0.202556083480192,0.10769531001347
"time...43",0.0415564000912877,0.00147,5.9,0.297195368814759,0.151049019648077
"time...44",0.0419091964154832,0.00144,5.9,0.306261146717047,0.154807850788073
"time...45",0.041739094893089,0.00143,5.9,0.30609842627305,0.155302134977543
"time...46",0.041030748109725,0.00159,5.9,0.273141250446073,0.1395526269384
"time...47",0.0423109293677979,0.00136,5.9,0.325656137982496,0.163957373743111
"time...48",0.0408115969618541,0.00154,6,0.26947735516021,0.138102803354976
"time...49",0.0403995170555531,0.00156,6,0.262251173786802,0.135391363169005
"time...50",0.042618046042906,0.00143,5.8,0.331037807972426,0.165957640352637
"time...51",0.042085112115293,0.0014,5.9,0.315663444384584,0.15932192825195
"time...52",0.0403170419163949,0.00161,6,0.255599924519487,0.131952789468022
"time...53",0.0410532874309443,0.00154,5.9,0.280626140296253,0.143603271338941
"time...54",0.0399760118714617,0.00164,6,0.249082462043291,0.12935503389484
"time...55",0.0405708726275149,0.00157,6,0.262374993694299,0.134929696800434
"time...56",0.0418741046561475,0.00153,5.8,0.301704122754888,0.152596416086038
"time...57",0.0405597847126124,0.00157,6,0.262366994202408,0.134959449779459
"time...58",0.0408457788724579,0.00158,5.9,0.272996221705629,0.14005770136839
"time...59",0.0423764229264206,0.00146,5.8,0.320710093120417,0.161215591479889
"time...60",0.0413107767255092,0.00151,5.9,0.288698981799603,0.147204994112492
"time...61",0.0399721547140426,0.00169,6,0.243077104624959,0.126018255779043
"time...62",0.0413689941062007,0.00151,5.9,0.288749329298019,0.147040875543647
"time...63",0.0419861644401668,0.00149,5.8,0.310805482891177,0.157183346172406
"time...64",0.0393201074732124,0.0018,6,0.226217874329323,0.118451841353895
"time...65",0.0409816207268233,0.00159,5.9,0.273102731491036,0.13968633056196
"time...66",0.041180547134063,0.00155,5.9,0.280730868722771,0.143249921478393
"time...67",0.039934346865547,0.00169,6,0.243053295678366,0.126115687252803
"time...68",0.0408808275961818,0.00158,5.9,0.273023703718497,0.139961648188229
"time...69",0.040377722264953,0.00161,6,0.255641767404338,0.131792106100067
"time...70",0.0426134774002324,0.00143,5.8,0.331032796602918,0.165971341896207
"time...71",0.0408490331792236,0.00158,5.9,0.272998783077419,0.140048773899157
"time...72",0.0420491823986473,0.0014,5.9,0.315627246256094,0.159428026726484
"time...73",0.0396026054254618,0.00172,6,0.237113682628168,0.123762699282393
"time...74",0.0411333914089056,0.00154,5.9,0.28069207862905,0.143380596146184
"time...75",0.0396963099229861,0.00172,6,0.237170137152673,0.123523030890356
"time...76",0.0405731761446812,0.00157,6,0.262376670735517,0.134923514469251
"time...77",0.0411191573067827,0.00154,5.9,0.280680358611116,0.143420102024761
"time...78",0.0409090851625165,0.00158,5.9,0.273045854864887,0.139884326956281
"time...79",0.0423275592136566,0.00136,5.9,0.325673832732537,0.163907448914957
"time...80",0.0399139434935823,0.0016,6.1,0.246102696298135,0.127780821055748
"time...81",0.0420662224925753,0.0014,5.9,0.315644431005118,0.159377681383278
"time...82",0.0399383659492107,0.00169,6,0.243055824080663,0.1261053217238
"time...83",0.0396479909356784,0.00172,6,0.237141029724773,0.123646475382194
"time...84",0.0400072309405939,0.00164,6,0.249103040601173,0.129272854648834
"time...85",0.0420188999094576,0.0014,5.9,0.31559669732687,0.159517600661372
"time...86",0.0408513628412542,0.00158,5.9,0.273000603166519,0.140042386943399
"time...87",0.0405098010227114,0.00157,6,0.262330875659768,0.135093787840228
"time...88",0.0408232631139762,0.00158,5.9,0.272978547642795,0.140119498480266
"time...89",0.0400478715401291,0.00164,6,0.249129808013812,0.129166069602309
"time...90",0.0395395727987702,0.00168,6.1,0.234404224390095,0.122340070192345
"time...91",0.0404630111399312,0.00157,6,0.262297070329439,0.135219840260802
"time...92",0.0407333230645437,0.00153,6,0.269418064542291,0.138315906227197
"time...93",0.04081264546317,0.00158,5.9,0.272970226415617,0.140148660584448
"time...94",0.040616781724359,0.00153,6,0.269329741692241,0.138634718343235
"time...95",0.0413903132363374,0.00151,5.9,0.288767746062398,0.146980895165899
"time...96",0.0404134960614359,0.00148,6.1,0.265759032166037,0.137180457948921
"time...97",0.0402592106408124,0.00152,6.1,0.258903775574161,0.133856906100166
"time...98",0.0409713279545902,0.00158,5.9,0.273094671724022,0.13971438137457
"time...99",0.0417204549479643,0.00143,5.9,0.306080564245403,0.155356551803009
"time...100",0.0400433389482294,0.00164,6,0.249126827776944,0.12917796743126
"time...101",0.0406228398687573,0.00153,6,0.269334329259323,0.13861810144095
"time...102",0.0407667282529043,0.00153,6,0.269443379544175,0.138224857380381
"time...103",0.0411927339805718,0.00155,5.9,0.280740907218914,0.143216195232251
"time...104",0.0397211633886959,0.00164,6.1,0.24011860359915,0.125009776882439
"time...105",0.0411631436073015,0.00155,5.9,0.280716560061028,0.143298112599195
"time...106",0.0403896600266434,0.00156,6,0.262244037244101,0.135418041338212
"time...107",0.0404067169337426,0.00148,6.1,0.265754042106232,0.137199048424337
"time...108",0.0410794211560677,0.00154,5.9,0.280647654911254,0.143530528293235
"time...109",0.0406027300078814,0.00153,6,0.269319083704505,0.138673283205087
"time...110",0.0406696547662273,0.00153,6,0.269369806572974,0.138489853732964
"time...111",0.0409157617692103,0.00158,5.9,0.27305108360738,0.139866074354378
"time...112",0.0391980361904991,0.00171,6.1,0.228847249887925,0.120196745610027
"time...113",0.0405223325917041,0.00157,6,0.262339932844373,0.135060076179203
"time...114",0.0404385813350656,0.00157,6,0.262279429199456,0.135285767835768
"time...115",0.0402095029423626,0.0016,6,0.25552575637995,0.132238742743702
"time...116",0.0397444686579302,0.00173,6,0.237199122643929,0.1234002971794
"time...117",0.0405554856164289,0.00157,6,0.262363889729384,0.134970990886153
"time...118",0.0411602356602529,0.00155,5.9,0.28071417289973,0.143306167867689
"time...119",0.04031903254722,0.00161,6,0.255601299183979,0.131947510450877
"time...120",0.0408699322543656,0.00158,5.9,0.273015173068841,0.139991487060305
"time...121",0.0398243784370394,0.00168,6,0.242984040401245,0.126400121319673
"time...122",0.0405971468195187,0.00153,6,0.269314846961844,0.138688614089077
"time...123",0.0415683784270138,0.00147,5.9,0.297206245176146,0.151014718035288
"time...124",0.0416967344896689,0.00147,5.9,0.297322910356677,0.150648362886599
"time...125",0.0386751991616294,0.00192,6,0.211412074906619,0.111860553933426
"time...126",0.0414180838205148,0.00151,5.9,0.288791751298266,0.146902853731584
"time...127",0.0407229360757006,0.00153,6,0.269410172182571,0.138344251819279
"time...128",0.04057641620874,0.00157,6,0.262378997393519,0.134914826352036
"time...129",0.0398975014559922,0.0016,6.1,0.246092242743135,0.12782385119594
"time...130",0.0426987698242476,0.00139,5.8,0.34179671379492,0.171494225503206
"time...131",0.0406311773487754,0.00153,6,0.269340654138792,0.13859523825134
"time...132",0.0418789495472906,0.00153,5.8,0.301708691990134,0.152582577226879
"time...133",0.0396258718686803,0.00172,6,0.237127709513751,0.123703083515435
"time...134",0.0402798251492538,0.00161,6,0.255574262301543,0.132051578525808
"time...135",0.0404357624420934,0.00157,6,0.262277362746194,0.135293386577075
"time...136",0.0405225233196713,0.00157,6,0.262340069831671,0.135059563321911
"time...137",0.0403996743635036,0.00156,6,0.262251287264854,0.135390937584105
"time...138",0.0402454258913752,0.00152,6.1,0.258894165881355,0.133894075396885
"time...139",0.0397578710689532,0.00173,6,0.237207192759934,0.123366192806044
"time...140",0.0413522720162318,0.00151,5.9,0.288734842104213,0.147087975061386
"time...141",0.0392663068841167,0.0018,6,0.226188169296202,0.118585887035915
"time...142",0.0396652932071904,0.00172,6,0.237151467358133,0.123602234896331
"time...143",0.0415690386650538,0.00147,5.9,0.297206856202242,0.151012825116783
"time...144",0.0396942198548926,0.00172,6,0.237168887473647,0.123528362515734
"time...145",0.0396480269227051,0.00172,6,0.237141068366162,0.123646380065692
"time...146",0.0404968457656273,0.00157,6,0.262321528641919,0.135128657610166
"time...147",0.03985521841254,0.00168,6,0.24300347515989,0.126320193880111
"time...148",0.0396314148653331,0.00172,6,0.23713105380879,0.123688890847057
"time...149",0.0402227772539069,0.0016,6,0.255534911573245,0.132203363059771
"time...150",0.0398338768631774,0.00168,6,0.242990049997469,0.126375486593425
"time...151",0.0416128211211408,0.00147,5.9,0.297246650936066,0.150887611470662
"time...152",0.0405421168823697,0.00157,6,0.262354245191932,0.135006892958432
"time...153",0.0403950223419915,0.00156,6,0.262247913516,0.135403527773249
"time...154",0.0410216518810803,0.00159,5.9,0.273134104704866,0.139577362058082
"time...155",0.0407295386615177,0.00153,6,0.269415200860393,0.138326229442773
"time...156",0.0398550892898637,0.00168,6,0.243003399367,0.126320527148331
"time...157",0.0404838885911955,0.00157,6,0.26231215631294,0.135163559964441
"time...158",0.0403002958293308,0.00161,6,0.255588375990459,0.131997218421769
"time...159",0.0402336104573608,0.0016,6,0.255542388732807,0.132174505897174
"time...160",0.0408465750226888,0.00158,5.9,0.272996856350765,0.140055515575977
"time...161",0.0415542835963368,0.00147,5.9,0.297193417597057,0.151055089325542
"time...162",0.0397327483986228,0.00164,6.1,0.240125651735263,0.12497987571114
"time...163",0.0389832071493878,0.0018,6.1,0.218676028761427,0.115064951460393
"time...164",0.0389070087142287,0.00188,6,0.21615061607565,0.113917197685581
"time...165",0.0395333051639376,0.00168,6.1,0.234400558113192,0.12235604370032
"time...166",0.0404115853250206,0.00148,6.1,0.265757611560882,0.137185700362753
"time...167",0.0412787362030431,0.0015,5.9,0.288671274744857,0.147295515058792
"time...168",0.0390565374501617,0.00184,6,0.221047474430489,0.116273102040381
"time...169",0.0401651796292419,0.00165,6,0.249207067401508,0.128859042531093
"time...170",0.040944484184933,0.00158,5.9,0.273073602780202,0.139787614890179
"time...171",0.0419511479949069,0.00144,5.9,0.306301264620805,0.154686566373236
"time...172",0.0406676326171958,0.00153,6,0.269368267561523,0.138495388785368
"time...173",0.0393343301266194,0.00172,6.1,0.228923153319615,0.119852377240371
"time...174",0.0406749098518136,0.00153,6,0.269373803501539,0.138475472816171
"time...175",0.041742156535808,0.00143,5.9,0.306101318207945,0.155293212307489
"time...176",0.0406377254646148,0.00153,6,0.269345612184074,0.13857729056632
"time...177",0.0410694075337089,0.00154,5.9,0.280639401947095,0.143558392528647
"time...178",0.0408046081576293,0.00145,6.1,0.273136180492632,0.140021031665751
"time...179",0.0414225636270021,0.00151,5.9,0.288795620393064,0.146890274891684
"time...180",0.0412104497639641,0.00155,5.9,0.280755472918822,0.143167210059146
"time...181",0.0409026976558337,0.00158,5.9,0.273040853463919,0.139901794646573
"time...182",0.0391598827113637,0.00176,6.1,0.22369135395793,0.117401653437012
"time...183",0.038422097512162,0.00192,6.1,0.204800634451847,0.108717362468121
"time...184",0.0396410493651232,0.00172,6,0.237136842117859,0.123664235218516
"time...185",0.0400151584370424,0.00164,6,0.249108262766492,0.129252007667419
"time...186",0.0418193172596489,0.00143,5.9,0.30617515462243,0.155068525857593
"time...187",0.04033658574299,0.00161,6,0.255613410754505,0.131900982620042
"time...188",0.0394430867537746,0.00176,6,0.231536434486423,0.121092366814906
"time...189",0.0415440077404818,0.00147,5.9,0.29718410219889,0.151084530585302
"time...190",0.0396808325139168,0.00172,6,0.237160833158636,0.123562536099965
"time...191",0.0404850229727293,0.00157,6,0.262312954742223,0.135160508287524
"time...192",0.0401978889826603,0.0016,6,0.255517747400513,0.132269715462547
"time...193",0.0419818664884522,0.00149,5.8,0.310801183619297,0.157195908749444
"time...194",0.0407894910627785,0.00153,6,0.269460623236117,0.138162902101997
"time...195",0.0415679170024885,0.00147,5.9,0.297205843245833,0.151016035079076
"time...196",0.0404933399130641,0.00157,6,0.262318969215544,0.135138104216526
"time...197",0.0411946851356672,0.00155,5.9,0.2807425040834,0.143210799741432
"time...198",0.0395781127927478,0.00172,6,0.237098941229753,0.12382552702694
"time...199",0.0412279549619344,0.00155,5.9,0.280769873762326,0.143118846279903
"time...200",0.040090791902029,0.00156,6.1,0.252356860938417,0.130732774940468
"time...201",0.0413270184810872,0.00151,5.9,0.288713023787681,0.147159162368958
"time...202",0.0401426349703722,0.00165,6,0.249192244183108,0.128917904977061
"time...203",0.0394114489429075,0.00176,6,0.231518215343927,0.121172387809089
"time...204",0.0403766912777757,0.00161,6,0.2556410792786,0.131794827761774
"time...205",0.0418940762503425,0.00144,5.9,0.306246670941306,0.154851627847352
"time...206",0.0395262797946643,0.00168,6.1,0.23439647908156,0.122373948341306
"time...207",0.0411418947824062,0.00155,5.9,0.280699079860296,0.143357008449516
"time...208",0.0405746015073797,0.00157,6,0.262377700976983,0.134919690666151
"time...209",0.0410935037408412,0.00154,5.9,0.280659260022753,0.143491365148574
"time...210",0.0404400589892712,0.00157,6,0.262280474697401,0.135281782556589
"time...211",0.040825019946914,0.00158,5.9,0.272979930001703,0.140114673776902
"time...212",0.0384681912828889,0.00187,6.1,0.209173009825213,0.111081080162592
"time...213",0.0384272831963077,0.00192,6.1,0.204802963007298,0.108705041566374
"time...214",0.0398553697235171,0.00168,6,0.243003558667686,0.126319804477623
"time...215",0.0399991995751637,0.00164,6,0.24909773640664,0.129293985891529
"time...216",0.0415559865406982,0.00147,5.9,0.297194979144736,0.151050207558609
"time...217",0.0384154099192235,0.00192,6.1,0.204797612692925,0.108733259800564
"time...218",0.0418911009205262,0.00144,5.9,0.306243822487863,0.154860245597192
"time...219",0.0394200642421827,0.00176,6,0.231523196864574,0.121150580984899
"time...220",0.0406025370799212,0.00153,6,0.269318921042156,0.138673816412013
"time...221",0.0394058420918661,0.00176,6,0.231514995726249,0.121186580678508
"time...222",0.0398636522353322,0.00168,6,0.243008780020434,0.126298359253375
"time...223",0.0389122597755377,0.00188,6,0.216153258925473,0.113904416822344
"time...224",0.0398937250575911,0.0016,6.1,0.246089833458301,0.127833741360926
"time...225",0.0398582551063279,0.00168,6,0.243005396026108,0.126312329037014
"time...226",0.0403459172510992,0.00161,6,0.255619858648764,0.131876262244991
"time...227",0.0406696923801556,0.00153,6,0.269369846188614,0.138489748385291
"time...228",0.0404486848424187,0.00157,6,0.262286718184212,0.135258493711423
"time...229",0.0410896987108093,0.00154,5.9,0.280656118261237,0.143501945564863
"time...230",0.0401611571289253,0.00165,6,0.249204408529019,0.128869543150067
"time...231",0.0400532626700189,0.00164,6,0.249133362541746,0.129151919732129
"time...232",0.0386859495388911,0.00192,6,0.211417296197639,0.111834616409246
"time...233",0.0402358316169509,0.0016,6,0.255543923546472,0.132168590937145
"time...234",0.0399885794979062,0.00164,6,0.249090744939789,0.129321936496562
"time...235",0.040911032267329,0.00158,5.9,0.273047392367636,0.139879000626512
"time...236",0.0414924875821695,0.00147,5.9,0.297137237498387,0.151232398682331
"time...237",0.0400852745048468,0.00156,6.1,0.252353167599672,0.130747426263336
"time...238",0.040022193081003,0.00164,6,0.249112889412143,0.129233516954717
"time...239",0.0408080917603826,0.00154,6,0.269474699774192,0.13811232900023
"time...240",0.0400446609527255,0.00164,6,0.249127693477315,0.129174497614891
"time...241",0.0402002095325007,0.0016,6,0.255519364060801,0.132263522217946
"time...242",0.0402472920435705,0.00152,6.1,0.258895449676586,0.133889045604844
"time...243",0.0408194098138348,0.00158,5.9,0.272975536546293,0.140130078228171
"time...244",0.0402476355288484,0.00152,6.1,0.258895699670248,0.133888116867121
"time...245",0.0402767512794371,0.00161,6,0.255572158515237,0.132059742603059
"time...246",0.0416604135249099,0.00147,5.9,0.297289891471836,0.150751803609763
"time...247",0.0421647228133528,0.0014,5.9,0.315743655863369,0.159087485694297
"time...248",0.0416603013207494,0.00147,5.9,0.297289781407632,0.150752125099211
"time...249",0.040588972463789,0.00157,6,0.26238807800478,0.134881157304062
"time...250",0.0399007930623714,0.0016,6.1,0.246094330477761,0.127815235272436
"time...251",0.0408047197147522,0.00145,6.1,0.273136262966561,0.140020724907628
"time...252",0.0414717145566098,0.00151,5.9,0.288838103004131,0.146752435528864
"time...253",0.0401517749904007,0.00165,6,0.249198241906905,0.128894035440227
"time...254",0.0394634539517579,0.00176,6,0.231548205465114,0.121040911449889
"time...255",0.0393371353479577,0.00172,6.1,0.228924734552817,0.119845310731439
"time...256",0.0426256051693349,0.00143,5.8,0.33104614460387,0.165934964146292
"time...257",0.0408826675511757,0.00158,5.9,0.273025148034007,0.139956609683112
"time...258",0.0409575750649425,0.00158,5.9,0.273083883197681,0.139751887740029
"time...259",0.0415376751874429,0.00147,5.9,0.297178327357624,0.151102689644923
"time...260",0.0410995305392315,0.00154,5.9,0.280664200051461,0.143474619112298
"time...261",0.0404448062088312,0.00157,6,0.262283900319027,0.135268966790635
"time...262",0.0406801684040261,0.00153,6,0.269377787743428,0.138461089512542
"time...263",0.0389447489075102,0.0018,6.1,0.218656398593015,0.115159481108549
"time...264",0.0410089121430742,0.00159,5.9,0.273124118480348,0.139612018551055
"time...265",0.0405576940955627,0.00157,6,0.262365467636286,0.134965065218616
"time...266",0.0404227133491389,0.00148,6.1,0.265765767786605,0.137155202071043
"time...267",0.040710030719335,0.00153,6,0.26940039845207,0.138379482857644
"time...268",0.0399658121250457,0.00169,6,0.243073121542001,0.126034585965983
"time...269",0.040872421202736,0.00158,5.9,0.273017130712626,0.139984667619566
"time...270",0.0391497796071898,0.00176,6.1,0.223685965318773,0.117426776109038
"time...271",0.0400915684148664,0.00156,6.1,0.252357374243788,0.130730714907467
"time...272",0.0397497576329935,0.00173,6,0.237202328950667,0.12338683167214
"time...273",0.0391612339113624,0.00176,6.1,0.223692048791135,0.117398299388284
"time...274",0.0398246087769209,0.00168,6,0.242984200554127,0.126399520938776
"time...275",0.0394036784152003,0.00176,6,0.231513758420615,0.121192058078065
"time...276",0.0410441633532541,0.00154,5.9,0.280618635452927,0.14362868836867
"time...277",0.0400913759009725,0.00156,6.1,0.25235724109501,0.130731226853433
"time...278",0.0405317863434304,0.00157,6,0.262346751348751,0.135034661030166
"time...279",0.0398327721591313,0.00168,6,0.242989323979676,0.126378356610944
"time...280",0.0405232399631007,0.00157,6,0.262340589745544,0.135057635796718
"time...281",0.0394338354535864,0.00176,6,0.231531145243186,0.121115745315131
"time...282",0.0418472537156231,0.00153,5.8,0.301678910097199,0.152673143188065
"time...283",0.0401182346312505,0.00165,6,0.249176159681621,0.128981694222308
"time...284",0.0393133626661107,0.0018,6,0.226214164563207,0.118468623567751
"time...285",0.0398353903604805,0.00168,6,0.242990983018638,0.126371567359798
"time...286",0.040437057324464,0.00157,6,0.262278292818606,0.135289890868468
"time...287",0.0418969140367756,0.00144,5.9,0.306249407338407,0.154843404339508
"time...288",0.0414764905174069,0.00151,5.9,0.288842215717492,0.146739062570419
"time...289",0.0405323479616227,0.00157,6,0.262347168965574,0.135033148905765
"time...290",0.0410489455518695,0.00154,5.9,0.280622584699363,0.143615361421759
"time...291",0.0396232246634859,0.00172,6,0.237126117089097,0.123709862331098
"time...292",0.0400520192915169,0.00164,6,0.249132558478829,0.129155179380195
"time...293",0.0394526648015795,0.00176,6,0.231541964022975,0.121068163505615
"time...294",0.0412746296028416,0.0015,5.9,0.288667715370648,0.147307128830399
"time...295",0.0398715068225639,0.00168,6,0.243013754807446,0.126278025858102
"time...296",0.040630669665446,0.00153,6,0.269340265060696,0.138596630948377
"time...297",0.0415339045450295,0.00147,5.9,0.297174894963387,0.151113503046718
"time...298",0.0395287764256506,0.00168,6.1,0.234397940813713,0.12236758241896
"time...299",0.041612386177114,0.00147,5.9,0.297246250523441,0.150888855178262
"time...300",0.0399834037932772,0.00164,6,0.249087321800533,0.129335566824792
"time...301",0.0395267726513039,0.00168,6.1,0.234396753694412,0.122372694271608
"time...302",0.0394081603928409,0.00176,6,0.231516327797512,0.121180711622064
"time...303",0.0407041111301201,0.00153,6,0.269395919301699,0.138395649574607
"time...304",0.0411105337462314,0.00154,5.9,0.280673266395936,0.143444047472382
"time...305",0.0415634938703765,0.00147,5.9,0.297201824074395,0.151028699743521
"time...306",0.041299605319083,0.00151,5.9,0.288689343039955,0.147236534422005
"time...307",0.0408495690123778,0.00158,5.9,0.27299919878972,0.140047305380413
"time...308",0.041104808474474,0.00154,5.9,0.280668564129534,0.143459949273351
"time...309",0.0396324189350145,0.00172,6,0.237131670879501,0.12368631771526
"time...310",0.0394659968608824,0.00176,6,0.231549666359992,0.121034492221986
"time...311",0.0397928590683797,0.00168,6,0.242964220115828,0.12648192840894
"time...312",0.0393015328750776,0.0018,6,0.22620761449475,0.118498080312042
"time...313",0.0408398183824884,0.00158,5.9,0.272991582139046,0.14007404551373
"time...314",0.039739382300799,0.00164,6.1,0.240129680242305,0.124962762611815
"time...315",0.0421525616411618,0.0014,5.9,0.315731393244185,0.159123243883572
"time...316",0.0403369706792003,0.00161,6,0.255613664921026,0.131899964962324
"time...317",0.0404451073032673,0.00157,6,0.262284119369403,0.13526815355607
"time...318",0.0415333420309827,0.00147,5.9,0.297174402541216,0.15111511171369
"time...319",0.0433168458564302,0.00132,5.8,0.365915616335249,0.182183002913847
"time...320",0.0404005399452929,0.00156,6,0.262251903679471,0.135388597810687
"time...321",0.0402441941817514,0.00152,6.1,0.258893274591573,0.133897404699683
"time...322",0.0406255063120041,0.00153,6,0.269336363298656,0.138610785741397
"time...323",0.039745968537341,0.00173,6,0.237200062914807,0.123396472332296
"time...324",0.040131347698042,0.00165,6,0.249184788985221,0.128947406113834
"time...325",0.0411213169747468,0.00154,5.9,0.28068214815332,0.143414103782721
"time...326",0.0404698906793521,0.00157,6,0.262302007059016,0.135201295804927
"time...327",0.0411526214054679,0.00155,5.9,0.280707888322881,0.143327273321198
"time...328",0.0405197667537285,0.00157,6,0.262338074884236,0.135066977774908
"time...329",0.0405965994304427,0.00157,6,0.262393567293552,0.134860721562232
"time...330",0.0411207110737451,0.00154,5.9,0.280681646338303,0.14341578646685
"time...331",0.0408187686946371,0.00158,5.9,0.272975050237022,0.140131835180296
"time...332",0.0400747000239479,0.00156,6.1,0.252346113411041,0.130775512197156
"time...333",0.0402903871214204,0.00161,6,0.255581560581129,0.132023520800194
"time...334",0.0416448048145444,0.00147,5.9,0.297275715077562,0.150796308880125
"time...335",0.0404263372010907,0.00157,6,0.262270555714186,0.135318846741673
"time...336",0.0408471648485886,0.00158,5.9,0.272997295843114,0.140053902713091
"time...337",0.0414000655387233,0.00151,5.9,0.288776148091198,0.146953483935169
"time...338",0.0406230118765903,0.00153,6,0.269334463365504,0.138617628546581
"time...339",0.0385364381636391,0.00196,6,0.20690739569821,0.109672807611414
"time...340",0.0391772387985437,0.00176,6.1,0.223700610726507,0.117358525544584
"time...341",0.0410670879721537,0.00154,5.9,0.280637510085191,0.143564844228753
"time...342",0.0391491691183454,0.00176,6.1,0.223685642395672,0.117428294083394
"time...343",0.0402782829067611,0.00161,6,0.255573195796608,0.132055676809802
"time...344",0.0402131663064327,0.0016,6,0.255528283690063,0.13222897635879
"time...345",0.0411759036656957,0.00155,5.9,0.280727066858516,0.143262771633071
"time...346",0.0399769050102046,0.00164,6,0.249083048763454,0.129352681488327
"time...347",0.041085887622366,0.00154,5.9,0.280652985535508,0.143512541594581
"time...348",0.0421779332873974,0.0014,5.9,0.31575698942805,0.159048662094194
"time...349",0.0399821313395522,0.00164,6,0.249086485733586,0.129338917328193
"time...350",0.0405362526908757,0.00157,6,0.262349998184522,0.135022652359781
"time...351",0.040216829081549,0.0016,6,0.255530831103252,0.132219208976851
"time...352",0.0411969371823488,0.00155,5.9,0.280744347455962,0.143204572737739
"time...353",0.0402435303941298,0.00152,6.1,0.258892821424716,0.133899193282824
"time...354",0.0408201165096937,0.00158,5.9,0.272976088043252,0.140128137971954
"time...355",0.0411805951147835,0.00155,5.9,0.280730902472398,0.143249789833618
"time...356",0.0410206577085146,0.00159,5.9,0.273133326542994,0.13958006540562
"time...357",0.0424446525705511,0.00142,5.8,0.330846966231353,0.166479912828872
"time...358",0.0399749831240381,0.00164,6,0.249081776098644,0.129357745520762
"time...359",0.0393068193673903,0.0018,6,0.226210546252458,0.118484913680779
"time...360",0.0409389455199153,0.00158,5.9,0.273069279026552,0.139802731739666
"time...361",0.0405392393904839,0.00157,6,0.262352143841602,0.135014629139624
"time...362",0.0409368286725884,0.00158,5.9,0.273067607538048,0.139808515018845
"time...363",0.0396446647820692,0.00172,6,0.237139049955807,0.123654979420807
"time...364",0.0411631932941969,0.00155,5.9,0.280716589851582,0.143297977286911
"time...365",0.0394886019527223,0.00176,6,0.231562718367356,0.120977454300093
"time...366",0.0423187991424514,0.00136,5.9,0.325664516194457,0.163933741651452
"time...367",0.0393230796154355,0.00172,6.1,0.2289169022285,0.119880711055438
"time...368",0.0412401028205419,0.00155,5.9,0.280779876847114,0.143085306345505
