"","x"
"1",82.1198712130019
"2",30.5573016956127
"3",48.5398210777462
"4",29.4713920761242
"5",58.6893171826086
"6",14.563552591959
"7",130.171862840018
"8",55.384021800081
"9",40.7307412770535
"10",58.6219099751628
"11",11.5726953051064
"12",49.5630333902252
"13",55.2713062811501
"14",21.6687102340934
"15",16.4559413511601
"16",62.7418705998195
"17",52.5674788668188
"18",29.3506265770669
"19",57.1905105808083
"20",22.7913285888772
"21",43.7165147832329
"22",37.6386373552695
"23",16.4322438212453
"24",34.876716121192
"25",50.3804243900354
"26",54.7810254845314
"27",89.7125218828154
"28",24.4221109191484
"29",49.1315350708421
"30",29.8243541132016
"31",21.0416288655604
"32",27.415729128513
"33",19.8077434367975
"34",81.2311437881199
"35",19.0732168657697
"36",13.0518409884915
"37",39.4960874910514
"38",22.2211526969589
"39",26.2848669514615
"40",18.3347278268228
"41",58.3439649514424
"42",9.83669910792528
"43",35.7258996398351
"44",23.536634394368
"45",76.6145825163313
"46",49.4293584329738
"47",53.8463671005309
"48",82.5484776068592
"49",15.8596651545941
"50",57.2590790586107
"51",25.0967823198134
"52",45.785860980874
"53",58.4749023708333
"54",21.9587082958275
"55",44.6785931046837
"56",23.1504185707547
"57",25.8638405999141
"58",79.2391613111745
"59",33.1130080950094
"60",50.9859437013482
"61",51.2978053847159
"62",52.9298701508603
"63",78.1846150960865
"64",25.6561309124076
"65",56.4891365769365
"66",36.9094139535888
"67",23.6079643904981
"68",11.0353118499546
"69",106.795675908662
"70",47.9184626852173
"71",30.3130823933811
"72",35.8982504351194
"73",53.2313842778568
"74",19.2975757835805
"75",33.8865823632011
"76",24.590455810392
"77",12.5880665907497
"78",16.8720470478031
"79",70.4661707444046
"80",14.3404593769923
"81",74.4441080815846
"82",51.2987336203634
"83",65.5884078114457
"84",26.1016487396444
"85",103.087273578053
"86",25.3775154489031
"87",31.8752273792404
"88",65.7777463614974
"89",50.6179437250567
"90",36.8979506220588
"91",27.8020740410464
"92",23.3453008614445
"93",74.2126256369668
"94",40.0007050912945
"95",64.5691546919927
"96",10.9231988811101
"97",77.345101673565
"98",23.6785722766572
"99",49.4497848199669
"100",37.037360931389
"101",22.3278867470708
"102",45.5226939440341
"103",22.7472053058499
"104",14.9283215437582
"105",81.2332039127568
"106",24.4572726763997
"107",30.865777710809
"108",56.5854978573982
"109",49.4593051078026
"110",35.25172830729
"111",48.7131465048593
"112",33.5121084909602
"113",53.1216789918185
"114",64.9657469388573
"115",25.9800974254141
"116",127.954551201675
"117",13.0929184501002
"118",12.2812860724397
"119",76.0470001807622
"120",15.5404983129363
"121",58.485476303879
"122",28.9335478527192
"123",40.549718403729
"124",75.321285601332
"125",50.8836023811353
"126",180.996175597703
"127",10.9065510238516
"128",14.0067865833106
"129",20.1182513095595
"130",40.0521436221248
"131",37.9144150312618
"132",91.6993831839343
"133",25.9129526113275
"134",36.9971250973678
"135",40.6078692672038
"136",17.2507849226123
"137",35.9130624361619
"138",108.902047389746
"139",12.5993440064716
"140",32.3575570621443
"141",19.5891938538589
"142",20.8227819023133
"143",67.5023214626752
"144",27.4297131249182
"145",22.75313040357
"146",25.5806052574792
"147",53.9153676033028
"148",32.0123653489026
"149",44.5064136908742
"150",22.9624161228098
"151",21.6541062624148
"152",27.2119106785729
"153",47.6761671041584
"154",52.4188916711837
"155",18.8884984304798
"156",101.445388310872
"157",80.0639542117498
"158",91.0387927033073
"159",43.5500854992217
"160",63.3889053551348
"161",25.175440823484
"162",114.127031935349
"163",117.132821768781
"164",25.7421591368696
"165",26.1904875402483
"166",34.9384423706521
"167",41.9660395775668
"168",56.8850914328476
"169",11.8301394598965
"170",54.011356895381
"171",45.741617167912
"172",46.8514178868265
"173",24.7164532322934
"174",23.5893230995502
"175",188.317697880363
"176",28.9571564799819
"177",39.9552655423102
"178",39.2409173772781
"179",11.3852353549376
"180",141.122728258321
"181",14.4353282813824
"182",21.9434251860703
"183",89.156683516618
"184",28.5216933017459
"185",21.7443979105598
"186",22.3836994698206
"187",64.9459279937477
"188",27.5234760876304
"189",16.1887829928443
"190",45.4101591102547
"191",37.0219186108419
"192",48.7628848199988
"193",35.4750345087834
"194",89.3841134424264
"195",19.5147824035791
"196",51.5311519235957
